Index,L1,L2,L1_02
509_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
510_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
511_ADT,T cell,CD8 Effector_1,T cell_ADT
512_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
513_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
514_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
515_ADT,NK,NK,NK_ADT
516_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
517_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
518_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
519_ADT,T cell,CD8 Naive,T cell_ADT
520_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
521_ADT,T cell,CD8 Naive,T cell_ADT
522_ADT,Mono/DC,cDC2,Mono/DC_ADT
523_ADT,T cell,CD4 Memory,T cell_ADT
524_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
525_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
526_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
527_ADT,NK,NK,NK_ADT
528_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
529_ADT,T cell,CD4 Naive,T cell_ADT
530_ADT,NK,NK,NK_ADT
531_ADT,Progenitor cells,Prog_Mk,Progenitor cells_ADT
532_ADT,T cell,CD8 Naive,T cell_ADT
533_ADT,T cell,CD4 Naive,T cell_ADT
534_ADT,B cell,Memory B,B cell_ADT
535_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
536_ADT,T cell,CD4 Naive,T cell_ADT
537_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
538_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
539_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
540_ADT,T cell,CD4 Memory,T cell_ADT
541_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
542_ADT,T cell,CD8 Memory_1,T cell_ADT
543_ADT,Progenitor cells,HSC,Progenitor cells_ADT
544_ADT,T cell,CD8 Naive,T cell_ADT
545_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
546_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
547_ADT,T cell,CD4 Naive,T cell_ADT
548_ADT,T cell,CD4 Memory,T cell_ADT
549_ADT,T cell,CD4 Naive,T cell_ADT
550_ADT,T cell,CD4 Naive,T cell_ADT
551_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
552_ADT,T cell,Treg,T cell_ADT
553_ADT,T cell,CD8 Naive,T cell_ADT
554_ADT,T cell,CD4 Naive,T cell_ADT
555_ADT,T cell,CD4 Naive,T cell_ADT
556_ADT,T cell,CD4 Memory,T cell_ADT
557_ADT,B cell,Memory B,B cell_ADT
558_ADT,T cell,CD8 Naive,T cell_ADT
559_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
560_ADT,T cell,CD4 Naive,T cell_ADT
561_ADT,T cell,CD4 Memory,T cell_ADT
562_ADT,T cell,CD4 Memory,T cell_ADT
563_ADT,Progenitor cells,HSC,Progenitor cells_ADT
564_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
565_ADT,T cell,CD4 Naive,T cell_ADT
566_ADT,T cell,CD4 Naive,T cell_ADT
567_ADT,T cell,CD4 Memory,T cell_ADT
568_ADT,T cell,CD4 Memory,T cell_ADT
569_ADT,B cell,Memory B,B cell_ADT
570_ADT,NK,CD56 bright NK,NK_ADT
571_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
572_ADT,T cell,MAIT,T cell_ADT
573_ADT,T cell,CD8 Naive,T cell_ADT
574_ADT,B cell,Memory B,B cell_ADT
575_ADT,T cell,CD4 Memory,T cell_ADT
576_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
577_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
578_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
579_ADT,T cell,CD4 Naive,T cell_ADT
580_ADT,T cell,CD4 Naive,T cell_ADT
581_ADT,T cell,CD4 Memory,T cell_ADT
582_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
583_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
584_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
585_ADT,T cell,CD8 Naive,T cell_ADT
586_ADT,T cell,CD4 Memory,T cell_ADT
587_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
588_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
589_ADT,B cell,Naive B,B cell_ADT
590_ADT,B cell,Naive B,B cell_ADT
591_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
592_ADT,B cell,Naive B,B cell_ADT
593_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
594_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
595_ADT,T cell,CD8 Naive,T cell_ADT
596_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
597_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
598_ADT,T cell,CD4 Naive,T cell_ADT
599_ADT,B cell,Plasmablast,B cell_ADT
600_ADT,B cell,Plasmablast,B cell_ADT
601_ADT,Mono/DC,cDC2,Mono/DC_ADT
602_ADT,T cell,CD8 Memory_1,T cell_ADT
603_ADT,T cell,CD4 Memory,T cell_ADT
604_ADT,T cell,CD4 Naive,T cell_ADT
605_ADT,T cell,CD4 Memory,T cell_ADT
606_ADT,T cell,CD4 Memory,T cell_ADT
607_ADT,T cell,CD8 Naive,T cell_ADT
608_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
609_ADT,T cell,CD8 Memory_2,T cell_ADT
610_ADT,T cell,CD4 Naive,T cell_ADT
611_ADT,T cell,CD8 Memory_2,T cell_ADT
612_ADT,Mono/DC,cDC2,Mono/DC_ADT
613_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
614_ADT,T cell,CD8 Memory_2,T cell_ADT
615_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
616_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
617_ADT,T cell,CD4 Naive,T cell_ADT
618_ADT,T cell,CD8 Memory_2,T cell_ADT
619_ADT,T cell,CD8 Memory_1,T cell_ADT
620_ADT,T cell,CD8 Naive,T cell_ADT
621_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
622_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
623_ADT,T cell,CD8 Naive,T cell_ADT
624_ADT,B cell,Naive B,B cell_ADT
625_ADT,B cell,Memory B,B cell_ADT
626_ADT,Progenitor cells,HSC,Progenitor cells_ADT
627_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
628_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
629_ADT,Mono/DC,cDC2,Mono/DC_ADT
630_ADT,T cell,CD4 Naive,T cell_ADT
631_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
632_ADT,T cell,CD4 Memory,T cell_ADT
633_ADT,T cell,CD4 Naive,T cell_ADT
634_ADT,T cell,CD8 Memory_1,T cell_ADT
635_ADT,T cell,CD4 Naive,T cell_ADT
636_ADT,Mono/DC,cDC2,Mono/DC_ADT
637_ADT,T cell,CD4 Memory,T cell_ADT
638_ADT,Mono/DC,cDC2,Mono/DC_ADT
639_ADT,T cell,CD8 Naive,T cell_ADT
640_ADT,T cell,CD4 Naive,T cell_ADT
641_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
642_ADT,T cell,CD4 Memory,T cell_ADT
643_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
644_ADT,Progenitor cells,Prog_Mk,Progenitor cells_ADT
645_ADT,T cell,CD8 Effector_1,T cell_ADT
646_ADT,T cell,CD4 Naive,T cell_ADT
647_ADT,T cell,CD4 Memory,T cell_ADT
648_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
649_ADT,T cell,CD8 Effector_2,T cell_ADT
650_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
651_ADT,T cell,CD8 Naive,T cell_ADT
652_ADT,T cell,CD8 Effector_1,T cell_ADT
653_ADT,T cell,CD4 Naive,T cell_ADT
654_ADT,T cell,CD8 Effector_2,T cell_ADT
655_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
656_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
657_ADT,T cell,CD8 Naive,T cell_ADT
658_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
659_ADT,T cell,CD4 Naive,T cell_ADT
660_ADT,T cell,CD8 Memory_2,T cell_ADT
661_ADT,T cell,CD4 Naive,T cell_ADT
662_ADT,T cell,CD8 Naive,T cell_ADT
663_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
664_ADT,T cell,CD8 Naive,T cell_ADT
665_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
666_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
667_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
668_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
669_ADT,T cell,CD4 Memory,T cell_ADT
670_ADT,T cell,CD4 Memory,T cell_ADT
671_ADT,T cell,CD4 Memory,T cell_ADT
672_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
673_ADT,B cell,Naive B,B cell_ADT
674_ADT,T cell,CD4 Memory,T cell_ADT
675_ADT,Progenitor cells,GMP,Progenitor cells_ADT
676_ADT,T cell,CD8 Naive,T cell_ADT
677_ADT,B cell,Naive B,B cell_ADT
678_ADT,B cell,Naive B,B cell_ADT
679_ADT,T cell,CD4 Memory,T cell_ADT
680_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
681_ADT,T cell,CD8 Effector_1,T cell_ADT
682_ADT,T cell,CD8 Naive,T cell_ADT
683_ADT,Progenitor cells,GMP,Progenitor cells_ADT
684_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
685_ADT,B cell,Memory B,B cell_ADT
686_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
687_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
688_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
689_ADT,NK,NK,NK_ADT
690_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
691_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
692_ADT,T cell,CD8 Effector_2,T cell_ADT
693_ADT,Mono/DC,cDC2,Mono/DC_ADT
694_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
695_ADT,Mono/DC,cDC2,Mono/DC_ADT
696_ADT,B cell,Naive B,B cell_ADT
697_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
698_ADT,B cell,Naive B,B cell_ADT
699_ADT,T cell,CD8 Naive,T cell_ADT
700_ADT,T cell,CD8 Naive,T cell_ADT
701_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
702_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
703_ADT,T cell,CD4 Naive,T cell_ADT
704_ADT,B cell,Naive B,B cell_ADT
705_ADT,T cell,CD8 Memory_2,T cell_ADT
706_ADT,T cell,CD4 Memory,T cell_ADT
707_ADT,T cell,CD4 Naive,T cell_ADT
708_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
709_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
710_ADT,B cell,Naive B,B cell_ADT
711_ADT,Progenitor cells,GMP,Progenitor cells_ADT
712_ADT,T cell,CD8 Memory_1,T cell_ADT
713_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
714_ADT,T cell,CD8 Memory_1,T cell_ADT
715_ADT,T cell,CD8 Naive,T cell_ADT
716_ADT,B cell,Memory B,B cell_ADT
717_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
718_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
719_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
720_ADT,B cell,Memory B,B cell_ADT
721_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
722_ADT,T cell,CD8 Naive,T cell_ADT
723_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
724_ADT,Mono/DC,cDC2,Mono/DC_ADT
725_ADT,B cell,Memory B,B cell_ADT
726_ADT,T cell,CD4 Naive,T cell_ADT
727_ADT,Mono/DC,cDC2,Mono/DC_ADT
728_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
729_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
730_ADT,T cell,gdT,T cell_ADT
731_ADT,T cell,CD8 Naive,T cell_ADT
732_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
733_ADT,T cell,CD4 Naive,T cell_ADT
734_ADT,T cell,CD8 Naive,T cell_ADT
735_ADT,T cell,CD4 Memory,T cell_ADT
736_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
737_ADT,T cell,CD8 Naive,T cell_ADT
738_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
739_ADT,T cell,CD4 Naive,T cell_ADT
740_ADT,B cell,Plasmablast,B cell_ADT
741_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
742_ADT,T cell,CD4 Naive,T cell_ADT
743_ADT,T cell,CD8 Naive,T cell_ADT
744_ADT,T cell,CD4 Naive,T cell_ADT
745_ADT,T cell,CD4 Naive,T cell_ADT
746_ADT,T cell,CD4 Naive,T cell_ADT
747_ADT,B cell,Naive B,B cell_ADT
748_ADT,T cell,CD4 Memory,T cell_ADT
749_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
750_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
751_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
752_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
753_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
754_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
755_ADT,Mono/DC,cDC2,Mono/DC_ADT
756_ADT,T cell,CD4 Naive,T cell_ADT
757_ADT,T cell,CD8 Memory_1,T cell_ADT
758_ADT,T cell,CD8 Naive,T cell_ADT
759_ADT,T cell,CD4 Memory,T cell_ADT
760_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
761_ADT,T cell,CD8 Naive,T cell_ADT
762_ADT,Mono/DC,pDC,Mono/DC_ADT
763_ADT,T cell,CD4 Naive,T cell_ADT
764_ADT,T cell,CD4 Naive,T cell_ADT
765_ADT,T cell,CD4 Naive,T cell_ADT
766_ADT,T cell,Treg,T cell_ADT
767_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
768_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
769_ADT,NK,NK,NK_ADT
770_ADT,T cell,CD8 Effector_2,T cell_ADT
771_ADT,T cell,CD4 Memory,T cell_ADT
772_ADT,T cell,CD8 Naive,T cell_ADT
773_ADT,T cell,CD4 Naive,T cell_ADT
774_ADT,T cell,CD4 Memory,T cell_ADT
775_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
776_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
777_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
778_ADT,T cell,CD8 Naive,T cell_ADT
779_ADT,B cell,Naive B,B cell_ADT
780_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
781_ADT,T cell,CD4 Naive,T cell_ADT
782_ADT,Progenitor cells,GMP,Progenitor cells_ADT
783_ADT,B cell,Memory B,B cell_ADT
784_ADT,T cell,CD4 Naive,T cell_ADT
785_ADT,T cell,CD8 Naive,T cell_ADT
786_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
787_ADT,T cell,CD8 Naive,T cell_ADT
788_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
789_ADT,T cell,CD4 Memory,T cell_ADT
790_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
791_ADT,T cell,CD8 Naive,T cell_ADT
792_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
793_ADT,T cell,CD4 Naive,T cell_ADT
794_ADT,B cell,Naive B,B cell_ADT
795_ADT,B cell,Naive B,B cell_ADT
796_ADT,NK,NK,NK_ADT
797_ADT,T cell,CD8 Naive,T cell_ADT
798_ADT,T cell,CD4 Naive,T cell_ADT
799_ADT,T cell,CD8 Memory_1,T cell_ADT
800_ADT,T cell,CD4 Naive,T cell_ADT
801_ADT,T cell,CD4 Naive,T cell_ADT
802_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
803_ADT,T cell,CD4 Naive,T cell_ADT
804_ADT,T cell,MAIT,T cell_ADT
805_ADT,B cell,Naive B,B cell_ADT
806_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
807_ADT,Progenitor cells,GMP,Progenitor cells_ADT
808_ADT,T cell,CD4 Memory,T cell_ADT
809_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
810_ADT,B cell,Naive B,B cell_ADT
811_ADT,NK,NK,NK_ADT
812_ADT,T cell,CD4 Naive,T cell_ADT
813_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
814_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
815_ADT,B cell,Naive B,B cell_ADT
816_ADT,T cell,CD4 Naive,T cell_ADT
817_ADT,T cell,CD4 Memory,T cell_ADT
818_ADT,T cell,CD4 Naive,T cell_ADT
819_ADT,T cell,CD4 Memory,T cell_ADT
820_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
821_ADT,T cell,CD8 Naive,T cell_ADT
822_ADT,B cell,Naive B,B cell_ADT
823_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
824_ADT,B cell,Naive B,B cell_ADT
825_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
826_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
827_ADT,Mono/DC,cDC2,Mono/DC_ADT
828_ADT,T cell,CD4 Naive,T cell_ADT
829_ADT,T cell,CD4 Naive,T cell_ADT
830_ADT,T cell,CD8 Naive,T cell_ADT
831_ADT,T cell,CD4 Memory,T cell_ADT
832_ADT,B cell,Naive B,B cell_ADT
833_ADT,B cell,Naive B,B cell_ADT
834_ADT,T cell,CD4 Naive,T cell_ADT
835_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
836_ADT,T cell,CD4 Memory,T cell_ADT
837_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
838_ADT,T cell,CD8 Naive,T cell_ADT
839_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
840_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
841_ADT,T cell,MAIT,T cell_ADT
842_ADT,T cell,CD8 Naive,T cell_ADT
843_ADT,T cell,CD8 Naive,T cell_ADT
844_ADT,T cell,Treg,T cell_ADT
845_ADT,T cell,CD4 Memory,T cell_ADT
846_ADT,B cell,Naive B,B cell_ADT
847_ADT,T cell,CD4 Memory,T cell_ADT
848_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
849_ADT,T cell,CD4 Naive,T cell_ADT
850_ADT,T cell,CD8 Effector_1,T cell_ADT
851_ADT,T cell,CD8 Naive,T cell_ADT
852_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
853_ADT,T cell,CD8 Effector_1,T cell_ADT
854_ADT,T cell,CD4 Memory,T cell_ADT
855_ADT,T cell,CD4 Naive,T cell_ADT
856_ADT,T cell,CD8 Naive,T cell_ADT
857_ADT,B cell,Naive B,B cell_ADT
858_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
859_ADT,T cell,CD4 Naive,T cell_ADT
860_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
861_ADT,B cell,Memory B,B cell_ADT
862_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
863_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
864_ADT,T cell,CD4 Naive,T cell_ADT
865_ADT,Progenitor cells,HSC,Progenitor cells_ADT
866_ADT,B cell,Memory B,B cell_ADT
867_ADT,T cell,CD4 Naive,T cell_ADT
868_ADT,NK,NK,NK_ADT
869_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
870_ADT,T cell,MAIT,T cell_ADT
871_ADT,T cell,CD8 Naive,T cell_ADT
872_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
873_ADT,NK,NK,NK_ADT
874_ADT,T cell,CD4 Naive,T cell_ADT
875_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
876_ADT,T cell,CD4 Memory,T cell_ADT
877_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
878_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
879_ADT,B cell,Naive B,B cell_ADT
880_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
881_ADT,T cell,CD8 Naive,T cell_ADT
882_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
883_ADT,B cell,Naive B,B cell_ADT
884_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
885_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
886_ADT,T cell,CD4 Memory,T cell_ADT
887_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
888_ADT,T cell,CD4 Memory,T cell_ADT
889_ADT,B cell,Naive B,B cell_ADT
890_ADT,B cell,Memory B,B cell_ADT
891_ADT,T cell,CD8 Naive,T cell_ADT
892_ADT,B cell,Memory B,B cell_ADT
893_ADT,Progenitor cells,GMP,Progenitor cells_ADT
894_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
895_ADT,Mono/DC,pDC,Mono/DC_ADT
896_ADT,T cell,CD4 Memory,T cell_ADT
897_ADT,T cell,MAIT,T cell_ADT
898_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
899_ADT,T cell,CD4 Naive,T cell_ADT
900_ADT,T cell,CD4 Naive,T cell_ADT
901_ADT,T cell,Treg,T cell_ADT
902_ADT,T cell,CD4 Memory,T cell_ADT
903_ADT,B cell,Naive B,B cell_ADT
904_ADT,T cell,CD8 Naive,T cell_ADT
905_ADT,B cell,Naive B,B cell_ADT
906_ADT,T cell,CD4 Naive,T cell_ADT
907_ADT,T cell,CD8 Naive,T cell_ADT
908_ADT,T cell,CD4 Naive,T cell_ADT
909_ADT,B cell,Naive B,B cell_ADT
910_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
911_ADT,T cell,CD4 Naive,T cell_ADT
912_ADT,B cell,Memory B,B cell_ADT
913_ADT,T cell,CD4 Memory,T cell_ADT
914_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
915_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
916_ADT,B cell,Naive B,B cell_ADT
917_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
918_ADT,T cell,CD8 Naive,T cell_ADT
919_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
920_ADT,T cell,MAIT,T cell_ADT
921_ADT,Progenitor cells,GMP,Progenitor cells_ADT
922_ADT,T cell,CD8 Naive,T cell_ADT
923_ADT,T cell,CD8 Naive,T cell_ADT
924_ADT,Progenitor cells,HSC,Progenitor cells_ADT
925_ADT,T cell,CD4 Naive,T cell_ADT
926_ADT,T cell,CD8 Naive,T cell_ADT
927_ADT,T cell,CD4 Memory,T cell_ADT
928_ADT,T cell,CD4 Memory,T cell_ADT
929_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
930_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
931_ADT,B cell,Plasmablast,B cell_ADT
932_ADT,T cell,CD8 Naive,T cell_ADT
933_ADT,Progenitor cells,GMP,Progenitor cells_ADT
934_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
935_ADT,T cell,CD8 Naive,T cell_ADT
936_ADT,T cell,CD8 Naive,T cell_ADT
937_ADT,T cell,CD8 Naive,T cell_ADT
938_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
939_ADT,B cell,Memory B,B cell_ADT
940_ADT,T cell,CD8 Memory_2,T cell_ADT
941_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
942_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
943_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
944_ADT,B cell,Naive B,B cell_ADT
945_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
946_ADT,B cell,Naive B,B cell_ADT
947_ADT,T cell,CD8 Effector_1,T cell_ADT
948_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
949_ADT,T cell,CD4 Memory,T cell_ADT
950_ADT,B cell,Naive B,B cell_ADT
951_ADT,T cell,CD4 Naive,T cell_ADT
952_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
953_ADT,T cell,Treg,T cell_ADT
954_ADT,B cell,Naive B,B cell_ADT
955_ADT,T cell,CD4 Naive,T cell_ADT
956_ADT,T cell,CD4 Naive,T cell_ADT
957_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
958_ADT,NK,NK,NK_ADT
959_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
960_ADT,T cell,CD4 Memory,T cell_ADT
961_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
962_ADT,Mono/DC,pDC,Mono/DC_ADT
963_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
964_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
965_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
966_ADT,B cell,Memory B,B cell_ADT
967_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
968_ADT,Progenitor cells,HSC,Progenitor cells_ADT
969_ADT,B cell,Memory B,B cell_ADT
970_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
971_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
972_ADT,NK,NK,NK_ADT
973_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
974_ADT,B cell,Naive B,B cell_ADT
975_ADT,T cell,CD4 Naive,T cell_ADT
976_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
977_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
978_ADT,Progenitor cells,GMP,Progenitor cells_ADT
979_ADT,T cell,CD4 Naive,T cell_ADT
980_ADT,T cell,CD8 Naive,T cell_ADT
981_ADT,T cell,CD4 Naive,T cell_ADT
982_ADT,T cell,CD4 Memory,T cell_ADT
983_ADT,T cell,CD4 Naive,T cell_ADT
984_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
985_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
986_ADT,T cell,CD4 Memory,T cell_ADT
987_ADT,T cell,CD8 Naive,T cell_ADT
988_ADT,T cell,gdT,T cell_ADT
989_ADT,T cell,CD8 Naive,T cell_ADT
990_ADT,NK,NK,NK_ADT
991_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
992_ADT,T cell,CD4 Naive,T cell_ADT
993_ADT,T cell,CD8 Naive,T cell_ADT
994_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
995_ADT,T cell,CD4 Naive,T cell_ADT
996_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
997_ADT,T cell,CD8 Memory_2,T cell_ADT
998_ADT,T cell,CD4 Memory,T cell_ADT
999_ADT,T cell,CD4 Memory,T cell_ADT
1000_ADT,NK,NK,NK_ADT
1001_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1002_ADT,T cell,CD8 Naive,T cell_ADT
1003_ADT,Progenitor cells,GMP,Progenitor cells_ADT
1004_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
1005_ADT,Progenitor cells,GMP,Progenitor cells_ADT
1006_ADT,B cell,Memory B,B cell_ADT
1007_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
1008_ADT,B cell,Memory B,B cell_ADT
1009_ADT,T cell,CD8 Naive,T cell_ADT
1010_ADT,NK,NK,NK_ADT
