Index,Flag,L1,L2,L1_02
949_RNA,1,T cell,CD4 Memory,T cell_RNA
950_RNA,1,B cell,Naive B,B cell_RNA
956_RNA,1,T cell,CD4 Naive,T cell_RNA
960_RNA,1,T cell,CD4 Memory,T cell_RNA
965_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
966_RNA,1,B cell,Memory B,B cell_RNA
970_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
971_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
972_RNA,1,NK,NK,NK_RNA
973_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
975_RNA,1,T cell,CD4 Naive,T cell_RNA
976_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
977_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
979_RNA,1,T cell,CD4 Naive,T cell_RNA
980_RNA,1,T cell,CD8 Naive,T cell_RNA
981_RNA,1,T cell,CD4 Naive,T cell_RNA
982_RNA,1,T cell,CD4 Memory,T cell_RNA
983_RNA,1,T cell,CD4 Naive,T cell_RNA
986_RNA,1,T cell,CD4 Memory,T cell_RNA
988_RNA,1,T cell,gdT,T cell_RNA
990_RNA,1,NK,NK,NK_RNA
991_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
994_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
999_RNA,1,T cell,CD4 Memory,T cell_RNA
1000_RNA,1,NK,NK,NK_RNA
1001_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1004_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1007_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
1008_RNA,1,B cell,Memory B,B cell_RNA
1010_RNA,1,NK,NK,NK_RNA
1011_RNA,1,T cell,CD4 Naive,T cell_RNA
1012_RNA,1,T cell,CD4 Memory,T cell_RNA
1014_RNA,1,T cell,CD8 Naive,T cell_RNA
1017_RNA,1,B cell,Memory B,B cell_RNA
1018_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1020_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1021_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1022_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1023_RNA,1,T cell,CD4 Naive,T cell_RNA
1024_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1025_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1028_RNA,1,B cell,Naive B,B cell_RNA
1031_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1032_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1034_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1035_RNA,1,T cell,CD4 Memory,T cell_RNA
1037_RNA,1,T cell,CD4 Naive,T cell_RNA
1038_RNA,1,B cell,Memory B,B cell_RNA
1039_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1040_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1041_RNA,1,T cell,MAIT,T cell_RNA
1050_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1055_RNA,1,T cell,CD4 Memory,T cell_RNA
1056_RNA,1,T cell,CD8 Naive,T cell_RNA
1058_RNA,1,T cell,CD4 Memory,T cell_RNA
1059_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1060_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1063_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1070_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1071_RNA,1,B cell,Memory B,B cell_RNA
1073_RNA,1,T cell,CD4 Naive,T cell_RNA
1074_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
1075_RNA,1,T cell,CD4 Naive,T cell_RNA
1076_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
1077_RNA,1,T cell,CD8 Naive,T cell_RNA
1078_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1079_RNA,1,B cell,Naive B,B cell_RNA
1081_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1082_RNA,1,T cell,CD4 Naive,T cell_RNA
1083_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1084_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1086_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1087_RNA,1,NK,NK,NK_RNA
1088_RNA,1,NK,NK,NK_RNA
1090_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1091_RNA,1,T cell,CD4 Memory,T cell_RNA
1092_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1095_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1096_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1098_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
1101_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1104_RNA,1,T cell,MAIT,T cell_RNA
1105_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1106_RNA,1,T cell,CD8 Naive,T cell_RNA
1109_RNA,1,B cell,Naive B,B cell_RNA
1111_RNA,1,B cell,Naive B,B cell_RNA
1113_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1114_RNA,1,T cell,CD8 Naive,T cell_RNA
1115_RNA,1,T cell,CD4 Memory,T cell_RNA
1116_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1117_RNA,1,T cell,CD8 Naive,T cell_RNA
1119_RNA,1,T cell,CD4 Naive,T cell_RNA
1121_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1122_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1124_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1128_RNA,1,T cell,Treg,T cell_RNA
1129_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1131_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1132_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1134_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1135_RNA,1,T cell,Treg,T cell_RNA
1137_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1138_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1140_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1141_RNA,1,T cell,CD8 Naive,T cell_RNA
1142_RNA,1,T cell,CD4 Naive,T cell_RNA
1145_RNA,1,T cell,CD4 Naive,T cell_RNA
1146_RNA,1,T cell,CD4 Naive,T cell_RNA
1147_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1149_RNA,1,T cell,CD8 Naive,T cell_RNA
1151_RNA,1,T cell,CD8 Naive,T cell_RNA
1152_RNA,1,B cell,Memory B,B cell_RNA
1153_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1155_RNA,1,B cell,Naive B,B cell_RNA
1157_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1161_RNA,1,B cell,Naive B,B cell_RNA
1162_RNA,1,T cell,CD8 Naive,T cell_RNA
1164_RNA,1,T cell,CD4 Naive,T cell_RNA
1165_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1166_RNA,1,T cell,CD4 Naive,T cell_RNA
1168_RNA,1,B cell,Naive B,B cell_RNA
1169_RNA,1,T cell,CD4 Naive,T cell_RNA
1170_RNA,1,T cell,CD4 Naive,T cell_RNA
1171_RNA,1,T cell,CD4 Naive,T cell_RNA
1172_RNA,1,T cell,CD8 Naive,T cell_RNA
1173_RNA,1,B cell,Naive B,B cell_RNA
1175_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1176_RNA,1,B cell,Naive B,B cell_RNA
1180_RNA,1,T cell,CD4 Naive,T cell_RNA
1181_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1182_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1184_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1185_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
1186_RNA,1,T cell,CD4 Naive,T cell_RNA
1187_RNA,1,T cell,MAIT,T cell_RNA
1189_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1192_RNA,1,T cell,CD4 Memory,T cell_RNA
1193_RNA,1,T cell,CD4 Memory,T cell_RNA
1196_RNA,1,T cell,MAIT,T cell_RNA
1197_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1198_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1199_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1203_RNA,1,B cell,Memory B,B cell_RNA
1204_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1205_RNA,1,B cell,Naive B,B cell_RNA
1207_RNA,1,T cell,CD4 Memory,T cell_RNA
1209_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1212_RNA,1,T cell,CD4 Naive,T cell_RNA
1214_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
1216_RNA,1,T cell,CD4 Naive,T cell_RNA
1219_RNA,1,T cell,CD4 Naive,T cell_RNA
1222_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1223_RNA,1,T cell,CD4 Naive,T cell_RNA
1224_RNA,1,T cell,CD4 Memory,T cell_RNA
1225_RNA,1,T cell,CD8 Naive,T cell_RNA
1227_RNA,1,T cell,CD4 Naive,T cell_RNA
1229_RNA,1,B cell,Memory B,B cell_RNA
1230_RNA,1,B cell,Naive B,B cell_RNA
1232_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1235_RNA,1,T cell,CD4 Naive,T cell_RNA
1240_RNA,1,T cell,CD8 Naive,T cell_RNA
1242_RNA,1,T cell,CD8 Naive,T cell_RNA
1245_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1247_RNA,1,T cell,CD8 Naive,T cell_RNA
1249_RNA,1,NK,NK,NK_RNA
1251_RNA,1,T cell,CD4 Naive,T cell_RNA
1252_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1253_RNA,1,T cell,CD4 Memory,T cell_RNA
1259_RNA,1,T cell,CD4 Naive,T cell_RNA
1265_RNA,1,T cell,CD4 Memory,T cell_RNA
1269_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1270_RNA,1,B cell,Naive B,B cell_RNA
1271_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
1272_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1274_RNA,1,T cell,CD4 Naive,T cell_RNA
1277_RNA,1,T cell,CD4 Memory,T cell_RNA
1280_RNA,1,T cell,CD8 Naive,T cell_RNA
1281_RNA,1,T cell,CD4 Naive,T cell_RNA
1284_RNA,1,T cell,CD4 Naive,T cell_RNA
1285_RNA,1,Mono/DC,pDC,Mono/DC_RNA
1286_RNA,1,T cell,CD8 Naive,T cell_RNA
1290_RNA,1,T cell,CD8 Naive,T cell_RNA
1294_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1295_RNA,1,NK,NK,NK_RNA
1297_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1299_RNA,1,T cell,CD4 Memory,T cell_RNA
1302_RNA,1,T cell,CD8 Naive,T cell_RNA
1304_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1306_RNA,1,T cell,CD4 Naive,T cell_RNA
1310_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1316_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1318_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1319_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1321_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1323_RNA,1,T cell,CD8 Naive,T cell_RNA
1325_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
1326_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1327_RNA,1,T cell,CD4 Memory,T cell_RNA
1328_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1330_RNA,1,NK,NK,NK_RNA
1331_RNA,1,Mono/DC,pDC,Mono/DC_RNA
1333_RNA,1,T cell,CD4 Memory,T cell_RNA
1336_RNA,1,NK,NK,NK_RNA
1339_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1342_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1343_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1344_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1346_RNA,1,T cell,CD4 Naive,T cell_RNA
1347_RNA,1,T cell,CD8 Memory_1,T cell_RNA
1350_RNA,1,T cell,CD4 Naive,T cell_RNA
1351_RNA,1,B cell,Memory B,B cell_RNA
1357_RNA,1,T cell,CD4 Naive,T cell_RNA
1359_RNA,1,T cell,CD8 Naive,T cell_RNA
1360_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1363_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1366_RNA,1,NK,NK,NK_RNA
1367_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1368_RNA,1,B cell,Naive B,B cell_RNA
1371_RNA,1,B cell,Naive B,B cell_RNA
1372_RNA,1,T cell,CD4 Memory,T cell_RNA
1373_RNA,1,B cell,Memory B,B cell_RNA
1374_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1375_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1376_RNA,1,T cell,CD4 Naive,T cell_RNA
1377_RNA,1,T cell,Treg,T cell_RNA
1380_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1381_RNA,1,T cell,CD4 Memory,T cell_RNA
1382_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1383_RNA,1,T cell,CD4 Memory,T cell_RNA
1386_RNA,1,T cell,CD4 Naive,T cell_RNA
1387_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1388_RNA,1,T cell,Treg,T cell_RNA
1392_RNA,1,T cell,CD8 Naive,T cell_RNA
1394_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1397_RNA,1,T cell,CD4 Naive,T cell_RNA
1399_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1401_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1403_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
1404_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1406_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1407_RNA,1,T cell,CD4 Memory,T cell_RNA
1409_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1411_RNA,1,B cell,Naive B,B cell_RNA
1412_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1414_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
1415_RNA,1,B cell,Naive B,B cell_RNA
1416_RNA,1,NK,NK,NK_RNA
1417_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1421_RNA,1,T cell,MAIT,T cell_RNA
1422_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1426_RNA,1,T cell,CD8 Naive,T cell_RNA
1428_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1430_RNA,1,T cell,CD4 Naive,T cell_RNA
1432_RNA,1,T cell,CD4 Memory,T cell_RNA
1434_RNA,1,T cell,CD4 Memory,T cell_RNA
1437_RNA,1,T cell,CD4 Memory,T cell_RNA
1439_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1440_RNA,1,B cell,Naive B,B cell_RNA
1441_RNA,1,T cell,CD4 Naive,T cell_RNA
1442_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1449_RNA,1,T cell,CD4 Naive,T cell_RNA
1452_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
1455_RNA,1,T cell,CD4 Naive,T cell_RNA
1458_RNA,1,T cell,CD8 Naive,T cell_RNA
1459_RNA,1,T cell,CD4 Memory,T cell_RNA
1465_RNA,1,T cell,CD8 Naive,T cell_RNA
1466_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1468_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1472_RNA,1,T cell,CD4 Naive,T cell_RNA
1473_RNA,1,T cell,CD4 Naive,T cell_RNA
1474_RNA,1,T cell,CD4 Naive,T cell_RNA
1477_RNA,1,T cell,CD4 Memory,T cell_RNA
1489_RNA,1,T cell,CD4 Memory,T cell_RNA
1490_RNA,1,T cell,CD8 Naive,T cell_RNA
1493_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1495_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1496_RNA,1,T cell,CD8 Naive,T cell_RNA
1499_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1502_RNA,1,T cell,CD4 Naive,T cell_RNA
1503_RNA,1,T cell,CD4 Naive,T cell_RNA
1504_RNA,1,T cell,CD4 Naive,T cell_RNA
1505_RNA,1,B cell,Naive B,B cell_RNA
1507_RNA,1,T cell,CD4 Memory,T cell_RNA
1508_RNA,1,T cell,CD8 Naive,T cell_RNA
1509_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1513_RNA,1,T cell,CD8 Naive,T cell_RNA
1519_RNA,1,T cell,CD4 Memory,T cell_RNA
1520_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1523_RNA,1,T cell,CD8 Naive,T cell_RNA
1524_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1527_RNA,1,T cell,CD4 Naive,T cell_RNA
1529_RNA,1,B cell,Naive B,B cell_RNA
1534_RNA,1,NK,NK,NK_RNA
1535_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1538_RNA,1,T cell,CD4 Naive,T cell_RNA
1539_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
1540_RNA,1,T cell,gdT,T cell_RNA
1541_RNA,1,B cell,Memory B,B cell_RNA
1542_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1543_RNA,1,T cell,CD4 Naive,T cell_RNA
1547_RNA,1,T cell,CD8 Naive,T cell_RNA
1558_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1560_RNA,1,T cell,CD8 Naive,T cell_RNA
1561_RNA,1,T cell,CD8 Naive,T cell_RNA
1562_RNA,1,T cell,CD8 Naive,T cell_RNA
1563_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1564_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1569_RNA,1,T cell,gdT,T cell_RNA
1570_RNA,1,T cell,CD4 Naive,T cell_RNA
1573_RNA,1,B cell,Memory B,B cell_RNA
1574_RNA,1,T cell,CD4 Naive,T cell_RNA
1575_RNA,1,B cell,Memory B,B cell_RNA
1576_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1579_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1580_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1582_RNA,1,T cell,CD4 Memory,T cell_RNA
1588_RNA,1,T cell,CD4 Naive,T cell_RNA
1589_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1590_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1591_RNA,1,T cell,CD4 Memory,T cell_RNA
1593_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1594_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1600_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1602_RNA,1,T cell,CD8 Naive,T cell_RNA
1605_RNA,1,NK,NK,NK_RNA
1607_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1610_RNA,1,T cell,CD4 Naive,T cell_RNA
1613_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1614_RNA,1,B cell,Plasmablast,B cell_RNA
1615_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1616_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1617_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1619_RNA,1,Mono/DC,pDC,Mono/DC_RNA
1620_RNA,1,B cell,Memory B,B cell_RNA
1621_RNA,1,T cell,CD4 Naive,T cell_RNA
1623_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1624_RNA,1,T cell,CD4 Naive,T cell_RNA
1625_RNA,1,NK,NK,NK_RNA
1627_RNA,1,T cell,CD4 Naive,T cell_RNA
1632_RNA,1,T cell,CD8 Naive,T cell_RNA
1634_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1638_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1639_RNA,1,T cell,CD4 Memory,T cell_RNA
1640_RNA,1,B cell,Naive B,B cell_RNA
1641_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1643_RNA,1,B cell,Naive B,B cell_RNA
1644_RNA,1,T cell,CD4 Naive,T cell_RNA
1645_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1647_RNA,1,T cell,CD8 Naive,T cell_RNA
1648_RNA,1,T cell,CD8 Naive,T cell_RNA
1649_RNA,1,T cell,Treg,T cell_RNA
1651_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1652_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1654_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1655_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1661_RNA,1,B cell,Memory B,B cell_RNA
1662_RNA,1,T cell,CD4 Naive,T cell_RNA
1663_RNA,1,T cell,CD4 Memory,T cell_RNA
1665_RNA,1,B cell,Naive B,B cell_RNA
1666_RNA,1,T cell,CD4 Naive,T cell_RNA
1667_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1669_RNA,1,T cell,CD8 Naive,T cell_RNA
1671_RNA,1,T cell,CD4 Naive,T cell_RNA
1672_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1676_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1677_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1679_RNA,1,T cell,CD8 Memory_1,T cell_RNA
1683_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1685_RNA,1,T cell,CD4 Naive,T cell_RNA
1687_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1690_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1693_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1694_RNA,1,T cell,MAIT,T cell_RNA
1696_RNA,1,T cell,CD8 Naive,T cell_RNA
1698_RNA,1,T cell,CD8 Naive,T cell_RNA
1700_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1702_RNA,1,B cell,Memory B,B cell_RNA
1703_RNA,1,T cell,CD8 Naive,T cell_RNA
1704_RNA,1,T cell,CD4 Memory,T cell_RNA
1707_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1709_RNA,1,NK,NK,NK_RNA
1710_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1712_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
1714_RNA,1,T cell,CD4 Memory,T cell_RNA
1715_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1718_RNA,1,T cell,CD4 Naive,T cell_RNA
1719_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1722_RNA,1,B cell,Memory B,B cell_RNA
1724_RNA,1,T cell,CD8 Effector_1,T cell_RNA
1725_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1729_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1731_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
1733_RNA,1,T cell,CD8 Naive,T cell_RNA
1735_RNA,1,B cell,Plasmablast,B cell_RNA
1736_RNA,1,T cell,CD4 Memory,T cell_RNA
1737_RNA,1,T cell,CD8 Naive,T cell_RNA
1739_RNA,1,B cell,Naive B,B cell_RNA
1742_RNA,1,T cell,CD4 Naive,T cell_RNA
1743_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1745_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1746_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1747_RNA,1,T cell,CD4 Naive,T cell_RNA
1750_RNA,1,T cell,CD8 Naive,T cell_RNA
1751_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
1754_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1755_RNA,1,NK,CD56 bright NK,NK_RNA
1756_RNA,1,T cell,CD4 Naive,T cell_RNA
1760_RNA,1,T cell,CD8 Naive,T cell_RNA
1761_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1764_RNA,1,T cell,CD8 Naive,T cell_RNA
1766_RNA,1,B cell,Naive B,B cell_RNA
1767_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1770_RNA,1,NK,NK,NK_RNA
1771_RNA,1,T cell,CD8 Memory_2,T cell_RNA
1778_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1779_RNA,1,B cell,Naive B,B cell_RNA
1780_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
1785_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1786_RNA,1,T cell,CD4 Memory,T cell_RNA
1788_RNA,1,T cell,CD4 Naive,T cell_RNA
1789_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1790_RNA,1,T cell,gdT,T cell_RNA
1792_RNA,1,T cell,CD4 Memory,T cell_RNA
1793_RNA,1,T cell,CD8 Effector_2,T cell_RNA
1794_RNA,1,T cell,CD4 Naive,T cell_RNA
1795_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1798_RNA,1,T cell,CD4 Naive,T cell_RNA
1801_RNA,1,NK,NK,NK_RNA
1803_RNA,1,T cell,MAIT,T cell_RNA
1804_RNA,1,T cell,CD4 Naive,T cell_RNA
1805_RNA,1,T cell,CD8 Naive,T cell_RNA
1806_RNA,1,T cell,CD4 Naive,T cell_RNA
1807_RNA,1,T cell,CD4 Naive,T cell_RNA
1809_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1811_RNA,1,B cell,Naive B,B cell_RNA
1813_RNA,1,T cell,CD8 Naive,T cell_RNA
1814_RNA,1,T cell,CD4 Memory,T cell_RNA
1816_RNA,1,T cell,CD8 Naive,T cell_RNA
1818_RNA,1,B cell,Naive B,B cell_RNA
1820_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1823_RNA,1,T cell,CD8 Memory_1,T cell_RNA
1824_RNA,1,T cell,CD4 Naive,T cell_RNA
1825_RNA,1,T cell,CD4 Naive,T cell_RNA
1827_RNA,1,T cell,CD4 Memory,T cell_RNA
1828_RNA,1,T cell,CD4 Memory,T cell_RNA
1829_RNA,1,NK,NK,NK_RNA
1830_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1831_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
1832_RNA,1,T cell,CD8 Naive,T cell_RNA
1834_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
1835_RNA,1,T cell,CD8 Naive,T cell_RNA
1836_RNA,1,T cell,CD4 Memory,T cell_RNA
1839_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
1840_RNA,1,T cell,CD4 Memory,T cell_RNA
1841_RNA,1,T cell,MAIT,T cell_RNA
1842_RNA,1,T cell,MAIT,T cell_RNA
1845_RNA,1,T cell,CD4 Memory,T cell_RNA
1848_RNA,1,T cell,CD4 Naive,T cell_RNA
