Index,L1,L2,L1_02
509_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
510_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
511_RNA,T cell,CD8 Effector_1,T cell_RNA
512_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
513_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
514_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
515_RNA,NK,NK,NK_RNA
516_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
517_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
518_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
519_RNA,T cell,CD8 Naive,T cell_RNA
520_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
521_RNA,T cell,CD8 Naive,T cell_RNA
522_RNA,Mono/DC,cDC2,Mono/DC_RNA
523_RNA,T cell,CD4 Memory,T cell_RNA
524_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
525_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
526_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
527_RNA,NK,NK,NK_RNA
528_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
529_RNA,T cell,CD4 Naive,T cell_RNA
530_RNA,NK,NK,NK_RNA
531_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
532_RNA,T cell,CD8 Naive,T cell_RNA
533_RNA,T cell,CD4 Naive,T cell_RNA
534_RNA,B cell,Memory B,B cell_RNA
535_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
536_RNA,T cell,CD4 Naive,T cell_RNA
537_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
538_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
539_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
540_RNA,T cell,CD4 Memory,T cell_RNA
541_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
542_RNA,T cell,CD8 Memory_1,T cell_RNA
543_RNA,Progenitor cells,HSC,Progenitor cells_RNA
544_RNA,T cell,CD8 Naive,T cell_RNA
545_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
546_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
547_RNA,T cell,CD4 Naive,T cell_RNA
548_RNA,T cell,CD4 Memory,T cell_RNA
549_RNA,T cell,CD4 Naive,T cell_RNA
550_RNA,T cell,CD4 Naive,T cell_RNA
551_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
552_RNA,T cell,Treg,T cell_RNA
553_RNA,T cell,CD8 Naive,T cell_RNA
554_RNA,T cell,CD4 Naive,T cell_RNA
555_RNA,T cell,CD4 Naive,T cell_RNA
556_RNA,T cell,CD4 Memory,T cell_RNA
557_RNA,B cell,Memory B,B cell_RNA
558_RNA,T cell,CD8 Naive,T cell_RNA
559_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
560_RNA,T cell,CD4 Naive,T cell_RNA
561_RNA,T cell,CD4 Memory,T cell_RNA
562_RNA,T cell,CD4 Memory,T cell_RNA
563_RNA,Progenitor cells,HSC,Progenitor cells_RNA
564_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
565_RNA,T cell,CD4 Naive,T cell_RNA
566_RNA,T cell,CD4 Naive,T cell_RNA
567_RNA,T cell,CD4 Memory,T cell_RNA
568_RNA,T cell,CD4 Memory,T cell_RNA
569_RNA,B cell,Memory B,B cell_RNA
570_RNA,NK,CD56 bright NK,NK_RNA
571_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
572_RNA,T cell,MAIT,T cell_RNA
573_RNA,T cell,CD8 Naive,T cell_RNA
574_RNA,B cell,Memory B,B cell_RNA
575_RNA,T cell,CD4 Memory,T cell_RNA
576_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
577_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
578_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
579_RNA,T cell,CD4 Naive,T cell_RNA
580_RNA,T cell,CD4 Naive,T cell_RNA
581_RNA,T cell,CD4 Memory,T cell_RNA
582_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
583_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
584_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
585_RNA,T cell,CD8 Naive,T cell_RNA
586_RNA,T cell,CD4 Memory,T cell_RNA
587_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
588_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
589_RNA,B cell,Naive B,B cell_RNA
590_RNA,B cell,Naive B,B cell_RNA
591_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
592_RNA,B cell,Naive B,B cell_RNA
593_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
594_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
595_RNA,T cell,CD8 Naive,T cell_RNA
596_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
597_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
598_RNA,T cell,CD4 Naive,T cell_RNA
599_RNA,B cell,Plasmablast,B cell_RNA
600_RNA,B cell,Plasmablast,B cell_RNA
601_RNA,Mono/DC,cDC2,Mono/DC_RNA
602_RNA,T cell,CD8 Memory_1,T cell_RNA
603_RNA,T cell,CD4 Memory,T cell_RNA
604_RNA,T cell,CD4 Naive,T cell_RNA
605_RNA,T cell,CD4 Memory,T cell_RNA
606_RNA,T cell,CD4 Memory,T cell_RNA
607_RNA,T cell,CD8 Naive,T cell_RNA
608_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
609_RNA,T cell,CD8 Memory_2,T cell_RNA
610_RNA,T cell,CD4 Naive,T cell_RNA
611_RNA,T cell,CD8 Memory_2,T cell_RNA
612_RNA,Mono/DC,cDC2,Mono/DC_RNA
613_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
614_RNA,T cell,CD8 Memory_2,T cell_RNA
615_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
616_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
617_RNA,T cell,CD4 Naive,T cell_RNA
618_RNA,T cell,CD8 Memory_2,T cell_RNA
619_RNA,T cell,CD8 Memory_1,T cell_RNA
620_RNA,T cell,CD8 Naive,T cell_RNA
621_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
622_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
623_RNA,T cell,CD8 Naive,T cell_RNA
624_RNA,B cell,Naive B,B cell_RNA
625_RNA,B cell,Memory B,B cell_RNA
626_RNA,Progenitor cells,HSC,Progenitor cells_RNA
627_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
628_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
629_RNA,Mono/DC,cDC2,Mono/DC_RNA
630_RNA,T cell,CD4 Naive,T cell_RNA
631_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
632_RNA,T cell,CD4 Memory,T cell_RNA
633_RNA,T cell,CD4 Naive,T cell_RNA
634_RNA,T cell,CD8 Memory_1,T cell_RNA
635_RNA,T cell,CD4 Naive,T cell_RNA
636_RNA,Mono/DC,cDC2,Mono/DC_RNA
637_RNA,T cell,CD4 Memory,T cell_RNA
638_RNA,Mono/DC,cDC2,Mono/DC_RNA
639_RNA,T cell,CD8 Naive,T cell_RNA
640_RNA,T cell,CD4 Naive,T cell_RNA
641_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
642_RNA,T cell,CD4 Memory,T cell_RNA
643_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
644_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
645_RNA,T cell,CD8 Effector_1,T cell_RNA
646_RNA,T cell,CD4 Naive,T cell_RNA
647_RNA,T cell,CD4 Memory,T cell_RNA
648_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
649_RNA,T cell,CD8 Effector_2,T cell_RNA
650_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
651_RNA,T cell,CD8 Naive,T cell_RNA
652_RNA,T cell,CD8 Effector_1,T cell_RNA
653_RNA,T cell,CD4 Naive,T cell_RNA
654_RNA,T cell,CD8 Effector_2,T cell_RNA
655_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
656_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
657_RNA,T cell,CD8 Naive,T cell_RNA
658_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
659_RNA,T cell,CD4 Naive,T cell_RNA
660_RNA,T cell,CD8 Memory_2,T cell_RNA
661_RNA,T cell,CD4 Naive,T cell_RNA
662_RNA,T cell,CD8 Naive,T cell_RNA
663_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
664_RNA,T cell,CD8 Naive,T cell_RNA
665_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
666_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
667_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
668_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
669_RNA,T cell,CD4 Memory,T cell_RNA
670_RNA,T cell,CD4 Memory,T cell_RNA
671_RNA,T cell,CD4 Memory,T cell_RNA
672_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
673_RNA,B cell,Naive B,B cell_RNA
674_RNA,T cell,CD4 Memory,T cell_RNA
675_RNA,Progenitor cells,GMP,Progenitor cells_RNA
676_RNA,T cell,CD8 Naive,T cell_RNA
677_RNA,B cell,Naive B,B cell_RNA
678_RNA,B cell,Naive B,B cell_RNA
679_RNA,T cell,CD4 Memory,T cell_RNA
680_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
681_RNA,T cell,CD8 Effector_1,T cell_RNA
682_RNA,T cell,CD8 Naive,T cell_RNA
683_RNA,Progenitor cells,GMP,Progenitor cells_RNA
684_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
685_RNA,B cell,Memory B,B cell_RNA
686_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
687_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
688_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
689_RNA,NK,NK,NK_RNA
690_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
691_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
692_RNA,T cell,CD8 Effector_2,T cell_RNA
693_RNA,Mono/DC,cDC2,Mono/DC_RNA
694_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
695_RNA,Mono/DC,cDC2,Mono/DC_RNA
696_RNA,B cell,Naive B,B cell_RNA
697_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
698_RNA,B cell,Naive B,B cell_RNA
699_RNA,T cell,CD8 Naive,T cell_RNA
700_RNA,T cell,CD8 Naive,T cell_RNA
701_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
702_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
703_RNA,T cell,CD4 Naive,T cell_RNA
704_RNA,B cell,Naive B,B cell_RNA
705_RNA,T cell,CD8 Memory_2,T cell_RNA
706_RNA,T cell,CD4 Memory,T cell_RNA
707_RNA,T cell,CD4 Naive,T cell_RNA
708_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
709_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
710_RNA,B cell,Naive B,B cell_RNA
711_RNA,Progenitor cells,GMP,Progenitor cells_RNA
712_RNA,T cell,CD8 Memory_1,T cell_RNA
713_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
714_RNA,T cell,CD8 Memory_1,T cell_RNA
715_RNA,T cell,CD8 Naive,T cell_RNA
716_RNA,B cell,Memory B,B cell_RNA
717_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
718_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
719_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
720_RNA,B cell,Memory B,B cell_RNA
721_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
722_RNA,T cell,CD8 Naive,T cell_RNA
723_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
724_RNA,Mono/DC,cDC2,Mono/DC_RNA
725_RNA,B cell,Memory B,B cell_RNA
726_RNA,T cell,CD4 Naive,T cell_RNA
727_RNA,Mono/DC,cDC2,Mono/DC_RNA
728_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
729_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
730_RNA,T cell,gdT,T cell_RNA
731_RNA,T cell,CD8 Naive,T cell_RNA
732_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
733_RNA,T cell,CD4 Naive,T cell_RNA
734_RNA,T cell,CD8 Naive,T cell_RNA
735_RNA,T cell,CD4 Memory,T cell_RNA
736_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
737_RNA,T cell,CD8 Naive,T cell_RNA
738_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
739_RNA,T cell,CD4 Naive,T cell_RNA
740_RNA,B cell,Plasmablast,B cell_RNA
741_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
742_RNA,T cell,CD4 Naive,T cell_RNA
743_RNA,T cell,CD8 Naive,T cell_RNA
744_RNA,T cell,CD4 Naive,T cell_RNA
745_RNA,T cell,CD4 Naive,T cell_RNA
746_RNA,T cell,CD4 Naive,T cell_RNA
747_RNA,B cell,Naive B,B cell_RNA
748_RNA,T cell,CD4 Memory,T cell_RNA
749_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
750_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
751_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
752_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
753_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
754_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
755_RNA,Mono/DC,cDC2,Mono/DC_RNA
756_RNA,T cell,CD4 Naive,T cell_RNA
757_RNA,T cell,CD8 Memory_1,T cell_RNA
758_RNA,T cell,CD8 Naive,T cell_RNA
759_RNA,T cell,CD4 Memory,T cell_RNA
760_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
761_RNA,T cell,CD8 Naive,T cell_RNA
762_RNA,Mono/DC,pDC,Mono/DC_RNA
763_RNA,T cell,CD4 Naive,T cell_RNA
764_RNA,T cell,CD4 Naive,T cell_RNA
765_RNA,T cell,CD4 Naive,T cell_RNA
766_RNA,T cell,Treg,T cell_RNA
767_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
768_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
769_RNA,NK,NK,NK_RNA
770_RNA,T cell,CD8 Effector_2,T cell_RNA
771_RNA,T cell,CD4 Memory,T cell_RNA
772_RNA,T cell,CD8 Naive,T cell_RNA
773_RNA,T cell,CD4 Naive,T cell_RNA
774_RNA,T cell,CD4 Memory,T cell_RNA
775_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
776_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
777_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
778_RNA,T cell,CD8 Naive,T cell_RNA
779_RNA,B cell,Naive B,B cell_RNA
780_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
781_RNA,T cell,CD4 Naive,T cell_RNA
782_RNA,Progenitor cells,GMP,Progenitor cells_RNA
783_RNA,B cell,Memory B,B cell_RNA
784_RNA,T cell,CD4 Naive,T cell_RNA
785_RNA,T cell,CD8 Naive,T cell_RNA
786_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
787_RNA,T cell,CD8 Naive,T cell_RNA
788_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
789_RNA,T cell,CD4 Memory,T cell_RNA
790_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
791_RNA,T cell,CD8 Naive,T cell_RNA
792_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
793_RNA,T cell,CD4 Naive,T cell_RNA
794_RNA,B cell,Naive B,B cell_RNA
795_RNA,B cell,Naive B,B cell_RNA
796_RNA,NK,NK,NK_RNA
797_RNA,T cell,CD8 Naive,T cell_RNA
798_RNA,T cell,CD4 Naive,T cell_RNA
799_RNA,T cell,CD8 Memory_1,T cell_RNA
800_RNA,T cell,CD4 Naive,T cell_RNA
801_RNA,T cell,CD4 Naive,T cell_RNA
802_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
803_RNA,T cell,CD4 Naive,T cell_RNA
804_RNA,T cell,MAIT,T cell_RNA
805_RNA,B cell,Naive B,B cell_RNA
806_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
807_RNA,Progenitor cells,GMP,Progenitor cells_RNA
808_RNA,T cell,CD4 Memory,T cell_RNA
809_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
810_RNA,B cell,Naive B,B cell_RNA
811_RNA,NK,NK,NK_RNA
812_RNA,T cell,CD4 Naive,T cell_RNA
813_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
814_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
815_RNA,B cell,Naive B,B cell_RNA
816_RNA,T cell,CD4 Naive,T cell_RNA
817_RNA,T cell,CD4 Memory,T cell_RNA
818_RNA,T cell,CD4 Naive,T cell_RNA
819_RNA,T cell,CD4 Memory,T cell_RNA
820_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
821_RNA,T cell,CD8 Naive,T cell_RNA
822_RNA,B cell,Naive B,B cell_RNA
823_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
824_RNA,B cell,Naive B,B cell_RNA
825_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
826_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
827_RNA,Mono/DC,cDC2,Mono/DC_RNA
828_RNA,T cell,CD4 Naive,T cell_RNA
829_RNA,T cell,CD4 Naive,T cell_RNA
830_RNA,T cell,CD8 Naive,T cell_RNA
831_RNA,T cell,CD4 Memory,T cell_RNA
832_RNA,B cell,Naive B,B cell_RNA
833_RNA,B cell,Naive B,B cell_RNA
834_RNA,T cell,CD4 Naive,T cell_RNA
835_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
836_RNA,T cell,CD4 Memory,T cell_RNA
837_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
838_RNA,T cell,CD8 Naive,T cell_RNA
839_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
840_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
841_RNA,T cell,MAIT,T cell_RNA
842_RNA,T cell,CD8 Naive,T cell_RNA
843_RNA,T cell,CD8 Naive,T cell_RNA
844_RNA,T cell,Treg,T cell_RNA
845_RNA,T cell,CD4 Memory,T cell_RNA
846_RNA,B cell,Naive B,B cell_RNA
847_RNA,T cell,CD4 Memory,T cell_RNA
848_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
849_RNA,T cell,CD4 Naive,T cell_RNA
850_RNA,T cell,CD8 Effector_1,T cell_RNA
851_RNA,T cell,CD8 Naive,T cell_RNA
852_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
853_RNA,T cell,CD8 Effector_1,T cell_RNA
854_RNA,T cell,CD4 Memory,T cell_RNA
855_RNA,T cell,CD4 Naive,T cell_RNA
856_RNA,T cell,CD8 Naive,T cell_RNA
857_RNA,B cell,Naive B,B cell_RNA
858_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
859_RNA,T cell,CD4 Naive,T cell_RNA
860_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
861_RNA,B cell,Memory B,B cell_RNA
862_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
863_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
864_RNA,T cell,CD4 Naive,T cell_RNA
865_RNA,Progenitor cells,HSC,Progenitor cells_RNA
866_RNA,B cell,Memory B,B cell_RNA
867_RNA,T cell,CD4 Naive,T cell_RNA
868_RNA,NK,NK,NK_RNA
869_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
870_RNA,T cell,MAIT,T cell_RNA
871_RNA,T cell,CD8 Naive,T cell_RNA
872_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
873_RNA,NK,NK,NK_RNA
874_RNA,T cell,CD4 Naive,T cell_RNA
875_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
876_RNA,T cell,CD4 Memory,T cell_RNA
877_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
878_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
879_RNA,B cell,Naive B,B cell_RNA
880_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
881_RNA,T cell,CD8 Naive,T cell_RNA
882_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
883_RNA,B cell,Naive B,B cell_RNA
884_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
885_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
886_RNA,T cell,CD4 Memory,T cell_RNA
887_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
888_RNA,T cell,CD4 Memory,T cell_RNA
889_RNA,B cell,Naive B,B cell_RNA
890_RNA,B cell,Memory B,B cell_RNA
891_RNA,T cell,CD8 Naive,T cell_RNA
892_RNA,B cell,Memory B,B cell_RNA
893_RNA,Progenitor cells,GMP,Progenitor cells_RNA
894_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
895_RNA,Mono/DC,pDC,Mono/DC_RNA
896_RNA,T cell,CD4 Memory,T cell_RNA
897_RNA,T cell,MAIT,T cell_RNA
898_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
899_RNA,T cell,CD4 Naive,T cell_RNA
900_RNA,T cell,CD4 Naive,T cell_RNA
901_RNA,T cell,Treg,T cell_RNA
902_RNA,T cell,CD4 Memory,T cell_RNA
903_RNA,B cell,Naive B,B cell_RNA
904_RNA,T cell,CD8 Naive,T cell_RNA
905_RNA,B cell,Naive B,B cell_RNA
906_RNA,T cell,CD4 Naive,T cell_RNA
907_RNA,T cell,CD8 Naive,T cell_RNA
908_RNA,T cell,CD4 Naive,T cell_RNA
909_RNA,B cell,Naive B,B cell_RNA
910_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
911_RNA,T cell,CD4 Naive,T cell_RNA
912_RNA,B cell,Memory B,B cell_RNA
913_RNA,T cell,CD4 Memory,T cell_RNA
914_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
915_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
916_RNA,B cell,Naive B,B cell_RNA
917_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
918_RNA,T cell,CD8 Naive,T cell_RNA
919_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
920_RNA,T cell,MAIT,T cell_RNA
921_RNA,Progenitor cells,GMP,Progenitor cells_RNA
922_RNA,T cell,CD8 Naive,T cell_RNA
923_RNA,T cell,CD8 Naive,T cell_RNA
924_RNA,Progenitor cells,HSC,Progenitor cells_RNA
925_RNA,T cell,CD4 Naive,T cell_RNA
926_RNA,T cell,CD8 Naive,T cell_RNA
927_RNA,T cell,CD4 Memory,T cell_RNA
928_RNA,T cell,CD4 Memory,T cell_RNA
929_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
930_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
931_RNA,B cell,Plasmablast,B cell_RNA
932_RNA,T cell,CD8 Naive,T cell_RNA
933_RNA,Progenitor cells,GMP,Progenitor cells_RNA
934_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
935_RNA,T cell,CD8 Naive,T cell_RNA
936_RNA,T cell,CD8 Naive,T cell_RNA
937_RNA,T cell,CD8 Naive,T cell_RNA
938_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
939_RNA,B cell,Memory B,B cell_RNA
940_RNA,T cell,CD8 Memory_2,T cell_RNA
941_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
942_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
943_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
944_RNA,B cell,Naive B,B cell_RNA
945_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
946_RNA,B cell,Naive B,B cell_RNA
947_RNA,T cell,CD8 Effector_1,T cell_RNA
948_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
949_RNA,T cell,CD4 Memory,T cell_RNA
950_RNA,B cell,Naive B,B cell_RNA
951_RNA,T cell,CD4 Naive,T cell_RNA
952_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
953_RNA,T cell,Treg,T cell_RNA
954_RNA,B cell,Naive B,B cell_RNA
955_RNA,T cell,CD4 Naive,T cell_RNA
956_RNA,T cell,CD4 Naive,T cell_RNA
957_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
958_RNA,NK,NK,NK_RNA
959_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
960_RNA,T cell,CD4 Memory,T cell_RNA
961_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
962_RNA,Mono/DC,pDC,Mono/DC_RNA
963_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
964_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
965_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
966_RNA,B cell,Memory B,B cell_RNA
967_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
968_RNA,Progenitor cells,HSC,Progenitor cells_RNA
969_RNA,B cell,Memory B,B cell_RNA
970_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
971_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
972_RNA,NK,NK,NK_RNA
973_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
974_RNA,B cell,Naive B,B cell_RNA
975_RNA,T cell,CD4 Naive,T cell_RNA
976_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
977_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
978_RNA,Progenitor cells,GMP,Progenitor cells_RNA
979_RNA,T cell,CD4 Naive,T cell_RNA
980_RNA,T cell,CD8 Naive,T cell_RNA
981_RNA,T cell,CD4 Naive,T cell_RNA
982_RNA,T cell,CD4 Memory,T cell_RNA
983_RNA,T cell,CD4 Naive,T cell_RNA
984_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
985_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
986_RNA,T cell,CD4 Memory,T cell_RNA
987_RNA,T cell,CD8 Naive,T cell_RNA
988_RNA,T cell,gdT,T cell_RNA
989_RNA,T cell,CD8 Naive,T cell_RNA
990_RNA,NK,NK,NK_RNA
991_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
992_RNA,T cell,CD4 Naive,T cell_RNA
993_RNA,T cell,CD8 Naive,T cell_RNA
994_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
995_RNA,T cell,CD4 Naive,T cell_RNA
996_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
997_RNA,T cell,CD8 Memory_2,T cell_RNA
998_RNA,T cell,CD4 Memory,T cell_RNA
999_RNA,T cell,CD4 Memory,T cell_RNA
1000_RNA,NK,NK,NK_RNA
1001_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
1002_RNA,T cell,CD8 Naive,T cell_RNA
1003_RNA,Progenitor cells,GMP,Progenitor cells_RNA
1004_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
1005_RNA,Progenitor cells,GMP,Progenitor cells_RNA
1006_RNA,B cell,Memory B,B cell_RNA
1007_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
1008_RNA,B cell,Memory B,B cell_RNA
1009_RNA,T cell,CD8 Naive,T cell_RNA
1010_RNA,NK,NK,NK_RNA
