Index,Flag,L1,L2,L1_02
943_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
951_ADT,1,T cell,CD4 Naive,T cell_ADT
952_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
953_ADT,1,T cell,Treg,T cell_ADT
954_ADT,1,B cell,Naive B,B cell_ADT
955_ADT,1,T cell,CD4 Naive,T cell_ADT
957_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
958_ADT,1,NK,NK,NK_ADT
959_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
961_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
962_ADT,1,Mono/DC,pDC,Mono/DC_ADT
963_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
964_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
967_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
968_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
969_ADT,1,B cell,Memory B,B cell_ADT
974_ADT,1,B cell,Naive B,B cell_ADT
978_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
984_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
985_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
987_ADT,1,T cell,CD8 Naive,T cell_ADT
989_ADT,1,T cell,CD8 Naive,T cell_ADT
992_ADT,1,T cell,CD4 Naive,T cell_ADT
993_ADT,1,T cell,CD8 Naive,T cell_ADT
995_ADT,1,T cell,CD4 Naive,T cell_ADT
996_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
997_ADT,1,T cell,CD8 Memory_2,T cell_ADT
998_ADT,1,T cell,CD4 Memory,T cell_ADT
1002_ADT,1,T cell,CD8 Naive,T cell_ADT
1003_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1005_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1006_ADT,1,B cell,Memory B,B cell_ADT
1009_ADT,1,T cell,CD8 Naive,T cell_ADT
1013_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1015_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1016_ADT,1,T cell,gdT,T cell_ADT
1019_ADT,1,T cell,CD4 Naive,T cell_ADT
1026_ADT,1,T cell,CD8 Naive,T cell_ADT
1027_ADT,1,T cell,CD4 Memory,T cell_ADT
1029_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1030_ADT,1,B cell,Naive B,B cell_ADT
1033_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1036_ADT,1,T cell,CD8 Naive,T cell_ADT
1042_ADT,1,T cell,CD4 Naive,T cell_ADT
1043_ADT,1,T cell,CD8 Naive,T cell_ADT
1044_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1045_ADT,1,NK,NK,NK_ADT
1046_ADT,1,T cell,gdT,T cell_ADT
1047_ADT,1,T cell,CD4 Memory,T cell_ADT
1048_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
1049_ADT,1,T cell,CD4 Memory,T cell_ADT
1051_ADT,1,T cell,CD4 Naive,T cell_ADT
1052_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1053_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1054_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1057_ADT,1,B cell,Naive B,B cell_ADT
1061_ADT,1,T cell,CD4 Memory,T cell_ADT
1062_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1064_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
1065_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1066_ADT,1,T cell,CD4 Naive,T cell_ADT
1067_ADT,1,T cell,CD4 Memory,T cell_ADT
1068_ADT,1,T cell,CD4 Memory,T cell_ADT
1069_ADT,1,T cell,CD4 Memory,T cell_ADT
1072_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1080_ADT,1,B cell,Memory B,B cell_ADT
1085_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1089_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1093_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
1094_ADT,1,T cell,CD4 Naive,T cell_ADT
1097_ADT,1,NK,NK,NK_ADT
1099_ADT,1,T cell,CD4 Naive,T cell_ADT
1100_ADT,1,T cell,CD4 Naive,T cell_ADT
1102_ADT,1,T cell,MAIT,T cell_ADT
1103_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1107_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
1108_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1110_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1112_ADT,1,T cell,CD4 Naive,T cell_ADT
1118_ADT,1,T cell,CD8 Naive,T cell_ADT
1120_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1123_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1125_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1126_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1127_ADT,1,B cell,Naive B,B cell_ADT
1130_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1133_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1136_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1139_ADT,1,T cell,CD4 Memory,T cell_ADT
1143_ADT,1,NK,NK,NK_ADT
1144_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1148_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1150_ADT,1,B cell,Memory B,B cell_ADT
1154_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1156_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
1158_ADT,1,NK,NK,NK_ADT
1159_ADT,1,B cell,Naive B,B cell_ADT
1160_ADT,1,B cell,Memory B,B cell_ADT
1163_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1167_ADT,1,T cell,MAIT,T cell_ADT
1174_ADT,1,B cell,Memory B,B cell_ADT
1177_ADT,1,T cell,CD8 Naive,T cell_ADT
1178_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1179_ADT,1,T cell,CD8 Memory_1,T cell_ADT
1183_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1188_ADT,1,T cell,CD8 Naive,T cell_ADT
1190_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1191_ADT,1,T cell,CD4 Memory,T cell_ADT
1194_ADT,1,Progenitor cells,Prog_B 2,Progenitor cells_ADT
1195_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1200_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1201_ADT,1,T cell,CD4 Naive,T cell_ADT
1202_ADT,1,B cell,Naive B,B cell_ADT
1206_ADT,1,T cell,MAIT,T cell_ADT
1208_ADT,1,T cell,CD4 Naive,T cell_ADT
1210_ADT,1,T cell,CD8 Naive,T cell_ADT
1211_ADT,1,Mono/DC,pDC,Mono/DC_ADT
1213_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1215_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1217_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1218_ADT,1,T cell,CD4 Naive,T cell_ADT
1220_ADT,1,T cell,CD4 Memory,T cell_ADT
1221_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1226_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1228_ADT,1,T cell,CD4 Memory,T cell_ADT
1231_ADT,1,T cell,CD4 Naive,T cell_ADT
1233_ADT,1,NK,NK,NK_ADT
1234_ADT,1,B cell,Naive B,B cell_ADT
1236_ADT,1,T cell,CD8 Memory_1,T cell_ADT
1237_ADT,1,T cell,CD8 Naive,T cell_ADT
1238_ADT,1,T cell,CD4 Naive,T cell_ADT
1239_ADT,1,T cell,CD4 Memory,T cell_ADT
1241_ADT,1,T cell,CD4 Naive,T cell_ADT
1243_ADT,1,T cell,CD8 Naive,T cell_ADT
1244_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1246_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1248_ADT,1,T cell,CD4 Naive,T cell_ADT
1250_ADT,1,T cell,CD4 Naive,T cell_ADT
1254_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1255_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1256_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1257_ADT,1,T cell,CD8 Naive,T cell_ADT
1258_ADT,1,B cell,Naive B,B cell_ADT
1260_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1261_ADT,1,B cell,Naive B,B cell_ADT
1262_ADT,1,T cell,CD4 Naive,T cell_ADT
1263_ADT,1,T cell,MAIT,T cell_ADT
1264_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1266_ADT,1,T cell,CD8 Naive,T cell_ADT
1268_ADT,1,T cell,CD4 Memory,T cell_ADT
1273_ADT,1,T cell,CD4 Naive,T cell_ADT
1275_ADT,1,T cell,CD4 Naive,T cell_ADT
1276_ADT,1,NK,NK,NK_ADT
1278_ADT,1,T cell,gdT,T cell_ADT
1279_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1282_ADT,1,T cell,CD4 Naive,T cell_ADT
1283_ADT,1,T cell,CD4 Naive,T cell_ADT
1287_ADT,1,T cell,CD4 Memory,T cell_ADT
1288_ADT,1,T cell,CD8 Effector_2,T cell_ADT
1289_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1291_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1292_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
1293_ADT,1,T cell,CD8 Naive,T cell_ADT
1296_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1298_ADT,1,T cell,CD8 Naive,T cell_ADT
1301_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
1303_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1305_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1307_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1308_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1309_ADT,1,T cell,CD8 Naive,T cell_ADT
1311_ADT,1,T cell,CD8 Naive,T cell_ADT
1312_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1313_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1314_ADT,1,T cell,CD4 Memory,T cell_ADT
1315_ADT,1,B cell,Naive B,B cell_ADT
1317_ADT,1,B cell,Naive B,B cell_ADT
1320_ADT,1,T cell,CD4 Memory,T cell_ADT
1322_ADT,1,B cell,Naive B,B cell_ADT
1324_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1329_ADT,1,T cell,CD4 Naive,T cell_ADT
1332_ADT,1,T cell,CD8 Naive,T cell_ADT
1334_ADT,1,T cell,CD4 Memory,T cell_ADT
1335_ADT,1,T cell,CD4 Memory,T cell_ADT
1337_ADT,1,T cell,gdT,T cell_ADT
1338_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1340_ADT,1,T cell,CD4 Naive,T cell_ADT
1341_ADT,1,B cell,Memory B,B cell_ADT
1345_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1348_ADT,1,T cell,CD4 Naive,T cell_ADT
1349_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1352_ADT,1,T cell,Treg,T cell_ADT
1353_ADT,1,B cell,Memory B,B cell_ADT
1354_ADT,1,T cell,CD8 Naive,T cell_ADT
1355_ADT,1,T cell,CD4 Naive,T cell_ADT
1356_ADT,1,B cell,Naive B,B cell_ADT
1358_ADT,1,T cell,CD8 Naive,T cell_ADT
1362_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1364_ADT,1,T cell,Treg,T cell_ADT
1365_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1369_ADT,1,T cell,CD8 Naive,T cell_ADT
1370_ADT,1,T cell,CD8 Naive,T cell_ADT
1378_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1379_ADT,1,T cell,CD4 Naive,T cell_ADT
1384_ADT,1,B cell,Naive B,B cell_ADT
1385_ADT,1,B cell,Memory B,B cell_ADT
1389_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
1390_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1391_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1393_ADT,1,T cell,CD8 Naive,T cell_ADT
1395_ADT,1,T cell,CD4 Naive,T cell_ADT
1396_ADT,1,T cell,CD4 Naive,T cell_ADT
1398_ADT,1,T cell,CD8 Naive,T cell_ADT
1400_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1402_ADT,1,T cell,CD8 Memory_1,T cell_ADT
1405_ADT,1,T cell,CD8 Naive,T cell_ADT
1408_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1410_ADT,1,NK,NK,NK_ADT
1413_ADT,1,T cell,CD4 Memory,T cell_ADT
1418_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1419_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1420_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1423_ADT,1,T cell,CD4 Naive,T cell_ADT
1424_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
1425_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1427_ADT,1,T cell,CD4 Memory,T cell_ADT
1429_ADT,1,T cell,CD4 Naive,T cell_ADT
1431_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1433_ADT,1,T cell,CD4 Memory,T cell_ADT
1435_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1436_ADT,1,T cell,CD4 Memory,T cell_ADT
1438_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1443_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1444_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1445_ADT,1,T cell,CD4 Naive,T cell_ADT
1446_ADT,1,T cell,CD4 Naive,T cell_ADT
1447_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1448_ADT,1,B cell,Naive B,B cell_ADT
1450_ADT,1,T cell,CD4 Naive,T cell_ADT
1451_ADT,1,B cell,Memory B,B cell_ADT
1453_ADT,1,T cell,CD4 Naive,T cell_ADT
1454_ADT,1,T cell,CD4 Memory,T cell_ADT
1456_ADT,1,T cell,CD4 Memory,T cell_ADT
1457_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1460_ADT,1,T cell,CD4 Naive,T cell_ADT
1461_ADT,1,B cell,Memory B,B cell_ADT
1462_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1463_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1464_ADT,1,T cell,CD4 Naive,T cell_ADT
1467_ADT,1,T cell,Treg,T cell_ADT
1469_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1470_ADT,1,T cell,CD8 Naive,T cell_ADT
1471_ADT,1,T cell,CD8 Naive,T cell_ADT
1475_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1476_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1478_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1479_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1480_ADT,1,T cell,CD4 Naive,T cell_ADT
1481_ADT,1,T cell,MAIT,T cell_ADT
1482_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1483_ADT,1,T cell,CD4 Naive,T cell_ADT
1484_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1485_ADT,1,T cell,CD4 Naive,T cell_ADT
1486_ADT,1,T cell,CD8 Naive,T cell_ADT
1487_ADT,1,B cell,Memory B,B cell_ADT
1488_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1491_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1492_ADT,1,T cell,CD4 Memory,T cell_ADT
1494_ADT,1,T cell,CD4 Memory,T cell_ADT
1497_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1498_ADT,1,T cell,gdT,T cell_ADT
1500_ADT,1,T cell,CD4 Naive,T cell_ADT
1501_ADT,1,T cell,CD8 Naive,T cell_ADT
1506_ADT,1,T cell,CD8 Naive,T cell_ADT
1510_ADT,1,T cell,CD4 Naive,T cell_ADT
1511_ADT,1,B cell,Naive B,B cell_ADT
1512_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1514_ADT,1,T cell,CD4 Naive,T cell_ADT
1515_ADT,1,B cell,Memory B,B cell_ADT
1516_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1517_ADT,1,T cell,CD4 Memory,T cell_ADT
1518_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1521_ADT,1,T cell,CD8 Naive,T cell_ADT
1522_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1525_ADT,1,T cell,CD4 Naive,T cell_ADT
1528_ADT,1,T cell,CD4 Memory,T cell_ADT
1530_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1531_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1532_ADT,1,T cell,CD8 Naive,T cell_ADT
1533_ADT,1,T cell,CD4 Memory,T cell_ADT
1536_ADT,1,B cell,Naive B,B cell_ADT
1537_ADT,1,Progenitor cells,Prog_B 2,Progenitor cells_ADT
1544_ADT,1,T cell,CD8 Naive,T cell_ADT
1545_ADT,1,T cell,CD8 Naive,T cell_ADT
1546_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1548_ADT,1,T cell,CD4 Naive,T cell_ADT
1549_ADT,1,B cell,Memory B,B cell_ADT
1550_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1551_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1553_ADT,1,T cell,CD8 Naive,T cell_ADT
1554_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1555_ADT,1,T cell,CD8 Naive,T cell_ADT
1556_ADT,1,T cell,CD8 Effector_2,T cell_ADT
1557_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1559_ADT,1,T cell,CD4 Memory,T cell_ADT
1565_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1566_ADT,1,T cell,MAIT,T cell_ADT
1567_ADT,1,T cell,CD4 Memory,T cell_ADT
1568_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1571_ADT,1,T cell,CD8 Naive,T cell_ADT
1572_ADT,1,T cell,CD4 Naive,T cell_ADT
1577_ADT,1,T cell,CD4 Naive,T cell_ADT
1578_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1581_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1583_ADT,1,B cell,Memory B,B cell_ADT
1584_ADT,1,B cell,Memory B,B cell_ADT
1585_ADT,1,T cell,CD4 Memory,T cell_ADT
1586_ADT,1,T cell,CD8 Memory_1,T cell_ADT
1587_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1592_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1595_ADT,1,B cell,Memory B,B cell_ADT
1596_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1597_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1598_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1599_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1601_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1603_ADT,1,T cell,CD4 Naive,T cell_ADT
1604_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1606_ADT,1,NK,NK,NK_ADT
1608_ADT,1,T cell,CD4 Naive,T cell_ADT
1609_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1611_ADT,1,B cell,Memory B,B cell_ADT
1612_ADT,1,T cell,CD4 Naive,T cell_ADT
1618_ADT,1,NK,NK,NK_ADT
1622_ADT,1,T cell,CD4 Memory,T cell_ADT
1626_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1629_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1630_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
1631_ADT,1,T cell,CD8 Effector_2,T cell_ADT
1633_ADT,1,T cell,CD4 Memory,T cell_ADT
1635_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
1636_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1637_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1642_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1646_ADT,1,B cell,Naive B,B cell_ADT
1650_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1653_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1656_ADT,1,T cell,CD4 Naive,T cell_ADT
1657_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1658_ADT,1,T cell,CD4 Naive,T cell_ADT
1659_ADT,1,B cell,Plasmablast,B cell_ADT
1660_ADT,1,T cell,CD4 Naive,T cell_ADT
1664_ADT,1,T cell,CD4 Naive,T cell_ADT
1668_ADT,1,T cell,CD4 Naive,T cell_ADT
1670_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1673_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1674_ADT,1,B cell,Naive B,B cell_ADT
1675_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1678_ADT,1,T cell,CD4 Naive,T cell_ADT
1680_ADT,1,T cell,CD4 Naive,T cell_ADT
1681_ADT,1,T cell,CD8 Naive,T cell_ADT
1682_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1684_ADT,1,T cell,MAIT,T cell_ADT
1686_ADT,1,B cell,Naive B,B cell_ADT
1688_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1689_ADT,1,T cell,CD4 Naive,T cell_ADT
1691_ADT,1,T cell,CD4 Naive,T cell_ADT
1692_ADT,1,T cell,CD4 Naive,T cell_ADT
1695_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1697_ADT,1,T cell,CD4 Memory,T cell_ADT
1699_ADT,1,T cell,CD4 Memory,T cell_ADT
1701_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1705_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1706_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1708_ADT,1,T cell,CD4 Naive,T cell_ADT
1711_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1713_ADT,1,B cell,Plasmablast,B cell_ADT
1716_ADT,1,Mono/DC,pDC,Mono/DC_ADT
1717_ADT,1,T cell,CD8 Naive,T cell_ADT
1720_ADT,1,T cell,CD4 Memory,T cell_ADT
1721_ADT,1,T cell,CD4 Memory,T cell_ADT
1723_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1726_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1727_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1728_ADT,1,B cell,Memory B,B cell_ADT
1730_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1732_ADT,1,T cell,CD8 Naive,T cell_ADT
1734_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1738_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
1740_ADT,1,T cell,CD4 Memory,T cell_ADT
1741_ADT,1,T cell,CD4 Memory,T cell_ADT
1744_ADT,1,T cell,CD8 Naive,T cell_ADT
1748_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1749_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1752_ADT,1,T cell,CD4 Naive,T cell_ADT
1753_ADT,1,B cell,Naive B,B cell_ADT
1757_ADT,1,T cell,CD4 Memory,T cell_ADT
1758_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1759_ADT,1,B cell,Naive B,B cell_ADT
1762_ADT,1,T cell,Treg,T cell_ADT
1763_ADT,1,B cell,Memory B,B cell_ADT
1765_ADT,1,T cell,CD4 Naive,T cell_ADT
1768_ADT,1,B cell,Naive B,B cell_ADT
1769_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
1772_ADT,1,T cell,CD8 Effector_2,T cell_ADT
1773_ADT,1,B cell,Naive B,B cell_ADT
1774_ADT,1,T cell,CD4 Memory,T cell_ADT
1775_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1776_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1777_ADT,1,NK,NK,NK_ADT
1781_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
1782_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1783_ADT,1,T cell,CD4 Memory,T cell_ADT
1784_ADT,1,T cell,CD4 Naive,T cell_ADT
1787_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1791_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1796_ADT,1,B cell,Memory B,B cell_ADT
1797_ADT,1,B cell,Memory B,B cell_ADT
1799_ADT,1,B cell,Naive B,B cell_ADT
1800_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1802_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1808_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1810_ADT,1,T cell,CD8 Effector_2,T cell_ADT
1812_ADT,1,T cell,CD4 Naive,T cell_ADT
1815_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1817_ADT,1,T cell,CD8 Naive,T cell_ADT
1819_ADT,1,T cell,CD8 Naive,T cell_ADT
1821_ADT,1,T cell,CD4 Naive,T cell_ADT
1822_ADT,1,NK,NK,NK_ADT
1826_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1833_ADT,1,T cell,CD4 Naive,T cell_ADT
1837_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1838_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1843_ADT,1,B cell,Naive B,B cell_ADT
1844_ADT,1,T cell,CD4 Naive,T cell_ADT
1846_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
1847_ADT,1,T cell,CD4 Naive,T cell_ADT
1851_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
1852_ADT,1,T cell,CD8 Effector_1,T cell_ADT
1853_ADT,1,T cell,CD8 Naive,T cell_ADT
1854_ADT,1,NK,NK,NK_ADT
1856_ADT,1,T cell,CD8 Naive,T cell_ADT
1859_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
1861_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
1863_ADT,1,T cell,CD4 Naive,T cell_ADT
1865_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
1866_ADT,1,T cell,CD8 Naive,T cell_ADT
1867_ADT,1,B cell,Naive B,B cell_ADT
1872_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
1873_ADT,1,T cell,gdT,T cell_ADT
1875_ADT,1,T cell,CD8 Memory_2,T cell_ADT
1877_ADT,1,B cell,Plasmablast,B cell_ADT
1878_ADT,1,T cell,CD4 Memory,T cell_ADT
1879_ADT,1,T cell,CD4 Memory,T cell_ADT
1881_ADT,1,T cell,CD8 Naive,T cell_ADT
1883_ADT,1,T cell,CD4 Memory,T cell_ADT
