Index,cell_type,is_train
5781,B Cells,1
5782,CD8,1
5783,CD8,1
5784,CD4,1
5785,CD4,1
5786,Monocytes,0
5787,B Cells,1
5788,NK,1
5789,Monocytes,1
5790,Monocytes,1
5791,Monocytes,1
5792,CD8,1
5793,CD8,1
5794,CD8,1
5795,Monocytes,1
5796,Monocytes,1
5797,CD8,1
5798,Monocytes,1
5799,CD8,1
5800,CD8,1
5801,CD8,0
5802,Monocytes,1
5803,CD8,1
5804,CD8,1
5805,CD4,1
5806,CD4,1
5807,Monocytes,1
5808,NK,1
5809,CD4,0
5810,Monocytes,1
5811,CD4,1
5812,CD8,1
5813,Monocytes,0
5814,Monocytes,1
5815,Monocytes,1
5816,CD4,1
5817,B Cells,1
5818,NK,0
5819,B Cells,1
5820,CD8,0
5821,Dendritic Cells,1
5822,CD4,1
5823,CD4,1
5824,Monocytes,1
5825,CD8,1
5826,Monocytes,1
5827,CD8,1
5828,CD8,1
5829,CD4,1
5830,Monocytes,1
5831,MAIT,1
5832,CD4,1
5833,CD8,1
5834,B Cells,1
5835,B Cells,1
5836,CD4,1
5837,CD4,1
5838,Monocytes,1
5839,CD8,1
5840,Monocytes,1
5841,CD4,1
5842,Monocytes,1
5843,NK,1
5844,CD8,1
5845,Monocytes,1
5846,CD4,1
5847,NK,1
5848,Monocytes,1
5849,Monocytes,0
5850,B Cells,0
5851,CD4,0
5852,NK,1
5853,Monocytes,1
5854,B Cells,1
5855,Monocytes,1
5856,Monocytes,1
5857,Monocytes,1
5858,CD8,1
5859,Monocytes,1
5860,CD8,1
5861,CD4,0
5862,CD4,1
5863,CD4,0
5864,Monocytes,1
5865,MAIT,1
5866,CD8,0
5867,Monocytes,1
5868,CD4,1
5869,CD8,1
5870,Monocytes,1
5871,Monocytes,1
5872,B Cells,1
5873,HSPC,1
5874,B Cells,0
5875,Dendritic Cells,1
5876,Monocytes,1
5877,Monocytes,1
5878,Monocytes,1
5879,CD8,1
5880,CD4,1
5881,CD8,1
5882,Monocytes,0
5883,CD8,1
5884,Monocytes,1
5885,CD8,1
5886,CD8,1
5887,CD4,1
5888,Monocytes,0
5889,CD4,1
5890,CD4,1
5891,CD4,1
5892,Monocytes,1
5893,CD4,1
5894,CD8,1
5895,CD8,1
5896,CD8,1
5897,B Cells,1
5898,CD4,1
5899,CD4,1
5900,Monocytes,1
5901,NK,0
5902,CD8,1
5903,CD4,0
5904,B Cells,1
5905,Monocytes,1
5906,Monocytes,1
5907,CD8,1
5908,Monocytes,0
5909,CD8,1
5910,B Cells,1
5911,Monocytes,1
5912,Monocytes,1
5913,CD4,1
5914,CD4,1
5915,CD8,1
5916,CD4,1
5917,B Cells,1
5918,Monocytes,1
5919,CD4,1
5920,CD4,1
5921,CD4,0
5922,CD4,0
5923,CD8,1
5924,CD8,1
5925,CD4,1
5926,CD4,1
5927,CD8,0
5928,Monocytes,1
5929,CD4,1
5930,Monocytes,1
5931,B Cells,1
5932,B Cells,1
5933,CD8,1
5934,CD8,1
5935,CD8,1
5936,CD8,1
5937,Monocytes,0
5938,B Cells,1
5939,Monocytes,1
5940,CD4,1
5941,CD4,1
5942,CD8,1
5943,CD4,0
5944,CD4,1
5945,Monocytes,1
5946,B Cells,1
5947,CD4,1
5948,B Cells,1
5949,CD4,1
5950,CD4,1
5951,Monocytes,1
5952,CD8,0
5953,CD4,1
5954,CD4,1
5955,B Cells,1
5956,Monocytes,1
5957,Monocytes,1
5958,B Cells,1
5959,B Cells,1
5960,CD4,0
5961,CD8,1
5962,Monocytes,1
5963,CD8,0
5964,CD4,1
5965,NK,1
5966,Monocytes,1
5967,Monocytes,1
5968,CD8,1
5969,B Cells,0
5970,CD4,0
5971,Monocytes,1
5972,CD8,1
5973,CD4,1
5974,CD8,1
5975,Monocytes,0
5976,NK,1
5977,CD8,1
5978,Monocytes,1
5979,CD8,1
5980,CD4,1
5981,CD4,1
5982,Monocytes,1
5983,CD8,1
5984,Monocytes,1
5985,CD4,1
5986,Monocytes,1
5987,CD8,0
5988,CD4,1
5989,CD4,1
5990,CD4,1
5991,CD8,0
5992,CD8,1
5993,CD4,1
5994,CD8,1
5995,CD4,1
5996,B Cells,1
5997,CD8,0
5998,MAIT,1
5999,Monocytes,1
6000,Monocytes,1
6001,Dendritic Cells,1
6002,CD8,1
6003,CD8,1
6004,NK,1
6005,CD8,1
6006,CD4,0
6007,CD8,1
6008,CD8,1
6009,CD8,1
6010,Monocytes,1
6011,Monocytes,1
6012,CD8,1
6013,Monocytes,0
6014,Monocytes,1
6015,CD8,1
6016,B Cells,1
6017,B Cells,1
6018,CD4,0
6019,CD4,1
6020,CD4,1
6021,Monocytes,1
6022,B Cells,1
6023,Dendritic Cells,1
6024,Monocytes,1
6025,CD4,1
6026,B Cells,0
6027,Monocytes,0
6028,Monocytes,1
6029,CD8,1
6030,Monocytes,1
6031,Monocytes,0
6032,CD8,0
6033,Monocytes,1
6034,CD4,0
6035,NK,1
6036,Monocytes,1
6037,CD8,1
6038,B Cells,1
6039,CD8,1
6040,Monocytes,1
6041,CD4,1
6042,CD8,1
6043,CD4,1
6044,Monocytes,0
6045,Monocytes,1
6046,NK,0
6047,Monocytes,1
6048,Monocytes,1
6049,CD4,0
6050,Monocytes,1
6051,Monocytes,1
6052,Monocytes,1
6053,CD4,0
6054,Monocytes,0
6055,CD4,0
6056,CD4,1
6057,CD4,1
6058,CD8,1
6059,B Cells,1
6060,CD4,1
6061,Monocytes,0
6062,Monocytes,0
6063,CD4,1
6064,Monocytes,0
6065,B Cells,1
6066,Monocytes,1
6067,Monocytes,1
6068,CD8,1
6069,CD4,0
6070,CD8,1
6071,B Cells,1
6072,CD4,1
6073,CD4,1
6074,CD8,0
6075,CD4,1
6076,CD4,0
6077,Monocytes,1
6078,Monocytes,1
6079,B Cells,1
6080,CD4,0
6081,Monocytes,1
6082,Dendritic Cells,1
6083,CD8,1
6084,CD4,1
6085,NK,1
6086,CD8,1
6087,Monocytes,1
6088,Dendritic Cells,1
6089,MAIT,1
6090,Dendritic Cells,0
6091,MAIT,1
6092,CD4,1
6093,B Cells,1
6094,Monocytes,1
6095,CD8,1
6096,CD4,0
6097,MAIT,1
6098,Monocytes,0
6099,B Cells,1
6100,NK,1
6101,Monocytes,0
6102,Monocytes,1
6103,Monocytes,1
6104,MAIT,1
6105,Monocytes,1
6106,CD4,1
6107,CD8,1
6108,CD4,1
6109,Monocytes,1
6110,CD8,1
6111,CD8,0
6112,Monocytes,1
6113,CD8,1
6114,B Cells,1
6115,CD8,1
6116,CD8,1
6117,CD4,1
6118,CD4,1
6119,CD8,0
6120,Monocytes,1
6121,CD4,1
6122,B Cells,1
6123,Monocytes,1
6124,Monocytes,1
6125,CD8,1
6126,CD8,1
6127,CD4,1
6128,CD8,1
6129,CD8,1
6130,Monocytes,1
6131,CD4,0
6132,CD4,1
6133,NK,1
6134,Monocytes,1
6135,Monocytes,1
6136,Monocytes,1
6137,CD4,1
6138,Monocytes,1
6139,CD4,1
6140,CD8,1
6141,Monocytes,0
6142,CD8,1
6143,CD8,1
6144,Monocytes,0
6145,Monocytes,1
6146,CD8,1
6147,Monocytes,1
6148,CD8,1
6149,CD4,1
6150,CD4,1
6151,Monocytes,0
6152,CD8,1
6153,CD4,0
6154,Monocytes,1
6155,Monocytes,1
6156,NK,0
6157,Monocytes,1
6158,CD8,1
6159,CD4,0
6160,Monocytes,1
6161,NK,1
6162,B Cells,1
6163,Monocytes,1
6164,B Cells,1
6165,Monocytes,1
6166,CD4,1
6167,CD8,1
6168,CD4,0
6169,CD4,0
6170,NK,1
6171,CD4,1
6172,CD4,1
6173,Monocytes,1
6174,CD8,1
6175,CD4,0
6176,CD4,1
6177,CD8,1
6178,Monocytes,1
6179,CD8,1
6180,CD4,1
6181,Monocytes,1
6182,Monocytes,1
6183,CD4,1
6184,Monocytes,0
6185,MAIT,1
6186,Monocytes,0
6187,NK,1
6188,CD4,1
6189,Dendritic Cells,1
6190,CD4,0
6191,CD8,1
6192,CD4,1
6193,CD4,1
6194,CD8,1
6195,CD8,1
6196,CD8,1
6197,Monocytes,1
6198,Monocytes,1
6199,Monocytes,1
6200,Monocytes,0
6201,CD8,1
6202,Monocytes,1
6203,CD4,1
6204,NK,1
6205,NK,1
6206,Monocytes,1
6207,CD4,1
6208,CD8,0
6209,CD4,1
6210,CD8,0
6211,CD4,1
6212,B Cells,1
6213,CD4,1
6214,Dendritic Cells,1
6215,Monocytes,1
6216,CD4,1
6217,CD8,1
6218,CD4,0
6219,CD4,1
6220,Monocytes,1
6221,CD4,1
6222,CD4,1
6223,CD8,1
6224,Monocytes,1
6225,CD4,1
6226,B Cells,1
6227,Monocytes,1
6228,CD4,1
6229,CD8,1
6230,Monocytes,1
6231,CD4,0
6232,NK,1
6233,CD4,1
6234,Monocytes,1
6235,Monocytes,0
6236,CD4,1
6237,Monocytes,1
6238,Monocytes,1
6239,CD8,0
6240,Monocytes,1
6241,Monocytes,1
6242,NK,1
6243,CD8,0
6244,CD4,1
6245,Monocytes,1
6246,CD4,0
6247,Monocytes,1
6248,CD8,1
6249,CD8,1
6250,CD4,1
6251,B Cells,1
6252,B Cells,1
6253,Monocytes,1
6254,NK,1
6255,CD8,1
6256,Monocytes,1
6257,B Cells,1
6258,Monocytes,1
6259,Monocytes,1
6260,CD8,0
6261,CD4,1
6262,Monocytes,1
6263,Monocytes,1
6264,Dendritic Cells,1
6265,CD4,1
6266,CD4,0
6267,NK,1
6268,CD8,1
6269,CD8,1
6270,B Cells,1
6271,CD4,1
6272,Monocytes,1
6273,Monocytes,1
6274,CD4,0
6275,CD8,1
6276,CD4,1
6277,Monocytes,1
6278,CD4,1
6279,CD4,1
6280,CD4,1
6281,CD4,1
6282,NK,1
6283,CD8,0
6284,CD8,1
6285,CD4,1
6286,CD4,1
6287,CD4,1
6288,Monocytes,1
6289,Monocytes,1
6290,Monocytes,1
6291,MAIT,0
6292,Monocytes,1
6293,Monocytes,0
6294,CD4,0
6295,CD4,1
6296,CD8,0
6297,CD4,1
6298,CD4,1
6299,Monocytes,1
6300,CD8,1
6301,NK,1
6302,CD4,1
6303,CD8,1
6304,Dendritic Cells,0
6305,Monocytes,0
6306,CD4,1
6307,CD4,1
6308,CD4,1
6309,CD8,1
6310,B Cells,1
6311,CD4,0
6312,Monocytes,1
6313,Monocytes,1
6314,B Cells,1
6315,MAIT,1
6316,Dendritic Cells,1
6317,Monocytes,1
6318,CD8,1
6319,CD4,0
6320,CD8,0
6321,CD4,0
6322,CD4,1
6323,B Cells,1
6324,Monocytes,1
6325,Monocytes,1
6326,CD8,1
6327,CD4,1
6328,CD4,1
6329,CD8,1
6330,CD4,1
6331,Monocytes,1
6332,Monocytes,1
6333,CD4,1
6334,CD8,0
6335,CD4,1
6336,B Cells,1
6337,B Cells,1
6338,Monocytes,0
6339,Monocytes,1
6340,CD4,1
6341,CD4,1
6342,CD8,1
6343,CD8,0
6344,CD8,1
6345,NK,1
6346,CD8,1
6347,CD4,1
6348,CD8,1
6349,Monocytes,1
6350,Monocytes,0
6351,Dendritic Cells,1
6352,CD8,1
6353,CD8,1
6354,CD8,1
6355,Monocytes,1
6356,CD4,1
6357,Monocytes,1
6358,Monocytes,1
6359,CD4,0
6360,B Cells,1
6361,CD8,1
6362,B Cells,1
6363,Monocytes,1
6364,CD4,0
6365,NK,1
6366,CD8,1
6367,CD4,0
6368,Monocytes,1
6369,CD4,0
6370,CD8,0
6371,Monocytes,1
6372,Monocytes,1
6373,B Cells,1
6374,Monocytes,1
6375,Monocytes,1
6376,CD8,1
6377,Monocytes,1
6378,CD4,1
6379,CD8,0
6380,Monocytes,1
6381,Monocytes,1
6382,B Cells,1
6383,CD4,1
6384,CD8,1
6385,B Cells,0
6386,Monocytes,1
6387,CD4,1
6388,Monocytes,1
6389,CD4,1
6390,CD4,0
6391,CD4,1
6392,Monocytes,1
6393,CD8,0
6394,CD8,1
6395,CD4,1
6396,CD8,1
6397,Monocytes,1
6398,Monocytes,1
6399,CD4,1
6400,CD4,1
6401,CD4,1
6402,CD4,1
6403,CD4,1
6404,CD4,0
6405,CD8,1
6406,CD4,1
6407,MAIT,1
6408,MAIT,1
6409,CD8,1
6410,NK,1
6411,MAIT,1
6412,B Cells,1
6413,Monocytes,1
6414,Monocytes,1
6415,Monocytes,1
6416,Monocytes,1
6417,B Cells,1
6418,CD4,1
6419,Dendritic Cells,1
6420,CD4,1
6421,CD4,1
6422,Monocytes,1
6423,NK,0
6424,Monocytes,1
6425,CD8,0
6426,CD4,1
6427,Monocytes,1
6428,CD8,1
6429,CD4,1
6430,CD4,1
6431,CD4,1
6432,Monocytes,1
6433,CD4,1
6434,CD8,0
6435,Monocytes,1
6436,MAIT,1
6437,Monocytes,1
6438,Dendritic Cells,1
6439,CD8,0
6440,CD4,1
6441,Monocytes,1
6442,Monocytes,1
6443,MAIT,1
6444,CD8,1
6445,CD4,1
6446,Monocytes,1
6447,CD4,0
6448,Monocytes,1
6449,Dendritic Cells,1
6450,Monocytes,1
6451,B Cells,0
6452,Monocytes,1
6453,CD4,0
6454,NK,1
6455,CD8,1
6456,CD8,1
6457,Monocytes,1
6458,CD4,1
6459,Monocytes,1
6460,CD4,1
6461,CD4,1
6462,Monocytes,0
6463,NK,1
6464,CD4,1
6465,CD4,1
6466,CD4,1
6467,CD4,1
6468,CD4,1
6469,Monocytes,1
6470,CD4,1
6471,Monocytes,0
6472,Monocytes,1
6473,CD4,1
6474,B Cells,1
6475,CD4,1
6476,NK,1
6477,B Cells,1
6478,Monocytes,1
6479,NK,1
6480,Monocytes,1
6481,CD4,0
6482,CD4,0
6483,CD4,0
6484,Monocytes,1
6485,CD8,1
6486,CD4,0
6487,CD4,1
6488,Monocytes,1
6489,Monocytes,1
6490,B Cells,1
6491,CD8,1
6492,CD8,1
6493,Monocytes,0
6494,Monocytes,1
6495,CD8,0
6496,CD4,1
6497,B Cells,1
6498,CD4,1
6499,NK,1
6500,CD8,1
6501,CD8,1
6502,CD4,1
6503,CD4,1
6504,Monocytes,1
6505,CD4,1
6506,Monocytes,0
6507,MAIT,1
6508,Monocytes,1
6509,CD8,1
6510,CD4,1
6511,NK,1
6512,CD8,1
6513,CD4,0
6514,CD8,1
6515,CD8,1
6516,NK,1
6517,CD4,1
6518,CD4,1
6519,CD4,1
6520,Monocytes,0
6521,Monocytes,1
6522,Monocytes,0
6523,CD4,0
6524,CD8,1
6525,CD4,1
6526,CD4,1
6527,CD8,0
6528,CD8,1
6529,CD4,0
6530,Monocytes,0
6531,CD4,1
6532,CD4,1
6533,CD4,1
6534,CD8,1
6535,Monocytes,0
6536,MAIT,1
6537,CD4,1
6538,CD4,1
6539,CD8,0
6540,CD4,1
6541,B Cells,1
6542,CD4,1
6543,Monocytes,1
6544,Monocytes,1
6545,NK,1
6546,Monocytes,1
6547,CD4,0
6548,Monocytes,1
6549,NK,1
6550,CD8,1
6551,CD4,0
6552,CD8,1
6553,Monocytes,1
6554,CD8,1
6555,Monocytes,1
6556,Monocytes,1
6557,CD4,0
6558,CD8,1
6559,CD4,1
6560,CD4,1
6561,Dendritic Cells,1
6562,CD8,0
6563,Monocytes,1
6564,CD8,0
6565,Monocytes,0
6566,Monocytes,1
6567,Monocytes,1
6568,Monocytes,1
6569,Monocytes,1
6570,CD8,1
6571,NK,1
6572,CD8,1
6573,CD8,1
6574,Monocytes,1
6575,CD4,1
6576,CD8,1
6577,Monocytes,1
6578,Monocytes,1
6579,CD4,1
6580,Monocytes,1
6581,B Cells,1
6582,CD4,1
6583,CD8,1
6584,CD8,0
6585,CD4,1
6586,CD4,1
6587,B Cells,1
6588,CD8,1
6589,CD4,1
6590,CD8,1
6591,Monocytes,1
6592,Monocytes,1
6593,CD4,1
6594,Monocytes,1
6595,CD8,1
6596,CD8,1
6597,Monocytes,1
6598,CD4,1
6599,Monocytes,1
6600,Monocytes,1
6601,CD4,1
6602,Monocytes,1
6603,CD8,1
6604,Monocytes,0
6605,Dendritic Cells,1
6606,CD8,1
6607,Monocytes,1
6608,Monocytes,1
6609,Monocytes,1
6610,CD8,1
6611,Monocytes,1
6612,CD8,1
6613,CD4,1
6614,Monocytes,1
6615,CD4,1
6616,Monocytes,0
6617,CD8,1
6618,CD4,0
6619,CD8,1
6620,Monocytes,1
6621,Monocytes,1
6622,CD8,1
6623,CD8,1
6624,Monocytes,1
6625,CD8,0
6626,CD4,0
6627,MAIT,1
6628,CD8,0
6629,CD4,1
6630,CD4,1
6631,Monocytes,1
6632,CD4,1
6633,Dendritic Cells,1
6634,CD4,0
6635,NK,0
6636,Monocytes,1
6637,CD8,1
6638,Monocytes,1
6639,CD4,1
6640,CD8,1
6641,CD4,0
6642,Dendritic Cells,1
6643,B Cells,1
6644,Monocytes,1
6645,CD8,0
6646,CD4,1
6647,CD8,1
6648,Monocytes,1
6649,CD8,1
6650,HSPC,0
6651,Monocytes,1
6652,CD4,1
6653,CD4,1
6654,CD8,1
6655,Monocytes,0
6656,CD8,1
6657,CD4,1
6658,Monocytes,1
6659,Monocytes,1
6660,CD4,1
6661,CD8,1
6662,CD4,1
6663,B Cells,0
6664,CD4,0
6665,CD4,1
6666,B Cells,1
6667,CD8,0
6668,Monocytes,0
6669,CD4,1
6670,CD4,1
6671,B Cells,0
6672,CD8,1
6673,Monocytes,1
6674,Monocytes,1
6675,CD8,1
6676,CD4,1
6677,CD4,1
6678,CD4,1
6679,CD4,1
6680,CD4,1
6681,Monocytes,1
6682,CD8,1
6683,CD8,1
6684,CD8,1
6685,Monocytes,1
6686,NK,1
6687,Monocytes,1
6688,NK,1
6689,Monocytes,1
6690,CD4,1
6691,Monocytes,0
6692,CD4,0
6693,NK,1
6694,Monocytes,1
6695,NK,1
6696,CD4,1
6697,CD8,1
6698,Monocytes,1
6699,CD4,1
6700,Monocytes,1
6701,CD8,1
6702,Dendritic Cells,0
6703,CD4,1
6704,Monocytes,0
6705,Monocytes,1
6706,CD4,0
6707,CD4,0
6708,Monocytes,1
6709,B Cells,1
6710,CD8,1
6711,Monocytes,1
6712,CD8,1
6713,CD4,1
6714,CD8,1
6715,B Cells,1
6716,CD8,1
6717,B Cells,1
6718,CD4,1
6719,CD4,1
6720,Monocytes,1
6721,CD8,1
6722,CD4,0
6723,CD4,0
6724,B Cells,1
6725,Monocytes,1
6726,CD8,1
6727,Monocytes,1
6728,CD8,1
6729,CD8,0
6730,Monocytes,1
6731,CD4,1
6732,CD8,1
6733,CD4,1
6734,MAIT,1
6735,CD4,1
6736,Monocytes,1
6737,Monocytes,0
6738,CD4,1
6739,Monocytes,0
6740,CD4,1
6741,CD4,1
6742,Monocytes,0
6743,NK,0
6744,B Cells,0
6745,CD4,1
6746,CD4,1
6747,CD4,0
6748,Monocytes,0
6749,Monocytes,1
6750,B Cells,1
6751,CD4,0
6752,NK,1
6753,Monocytes,1
6754,CD8,1
6755,Monocytes,1
6756,CD8,1
6757,CD4,0
6758,B Cells,0
6759,CD8,1
6760,CD4,1
6761,NK,1
6762,CD8,1
6763,CD4,1
6764,Monocytes,1
6765,Monocytes,1
6766,Monocytes,0
6767,Monocytes,0
6768,CD4,1
6769,Monocytes,1
6770,B Cells,1
6771,CD8,1
6772,Monocytes,1
6773,CD4,0
6774,NK,1
6775,CD4,1
6776,CD8,1
6777,CD4,0
6778,CD8,1
6779,CD4,1
6780,CD4,0
6781,CD4,1
6782,CD4,1
6783,B Cells,1
6784,CD8,0
6785,CD4,0
6786,CD4,1
6787,Monocytes,1
6788,CD4,1
6789,CD4,0
6790,CD4,1
6791,CD4,1
6792,CD8,0
6793,MAIT,1
6794,CD8,1
6795,Monocytes,1
6796,Monocytes,1
6797,CD4,0
6798,CD4,1
6799,CD4,0
6800,NK,0
6801,CD8,0
6802,NK,1
6803,CD8,0
6804,Dendritic Cells,1
6805,CD8,1
6806,CD4,1
6807,CD4,1
6808,B Cells,1
6809,CD4,1
6810,MAIT,0
6811,CD4,1
6812,Monocytes,1
6813,NK,1
6814,CD8,1
6815,Monocytes,1
6816,CD4,1
6817,Monocytes,1
6818,B Cells,1
6819,CD4,0
6820,CD8,1
6821,Monocytes,1
6822,Monocytes,1
6823,Monocytes,0
6824,NK,0
6825,CD4,0
6826,Monocytes,1
6827,NK,1
6828,Monocytes,1
6829,CD8,1
6830,Monocytes,1
6831,Monocytes,1
6832,Monocytes,1
6833,CD4,1
6834,CD4,1
6835,CD8,0
6836,CD4,1
6837,CD8,0
6838,Monocytes,0
6839,B Cells,0
6840,Monocytes,1
6841,CD4,1
6842,Monocytes,1
6843,B Cells,1
6844,CD8,1
6845,B Cells,1
6846,CD4,1
6847,CD8,0
6848,Monocytes,1
6849,Dendritic Cells,1
6850,CD8,0
6851,B Cells,0
6852,CD4,1
6853,Monocytes,0
6854,CD8,0
6855,CD4,1
6856,CD4,1
6857,CD4,0
6858,CD8,1
6859,CD4,1
6860,CD8,1
6861,Monocytes,1
6862,CD4,1
6863,CD8,1
6864,Monocytes,0
6865,CD4,1
6866,CD4,1
6867,Monocytes,0
6868,CD8,0
6869,Monocytes,0
6870,Monocytes,1
6871,CD8,1
6872,CD8,1
6873,Monocytes,1
6874,Monocytes,0
6875,CD4,0
6876,CD4,1
6877,CD4,1
6878,CD4,1
6879,CD8,1
6880,CD8,1
6881,CD8,1
6882,B Cells,1
6883,CD8,1
6884,Dendritic Cells,1
6885,CD4,1
6886,CD8,0
6887,CD8,1
6888,B Cells,1
6889,Monocytes,1
6890,B Cells,1
6891,Monocytes,1
6892,CD8,1
6893,HSPC,1
6894,CD4,1
6895,Monocytes,1
6896,Monocytes,0
6897,CD8,1
6898,Monocytes,0
6899,CD8,1
6900,Monocytes,1
6901,CD8,1
6902,CD8,1
6903,MAIT,1
6904,Monocytes,1
6905,CD8,1
6906,CD4,0
6907,CD4,1
6908,Dendritic Cells,1
6909,Monocytes,1
6910,Monocytes,1
6911,CD4,1
6912,Monocytes,1
6913,Monocytes,0
6914,CD4,0
6915,B Cells,1
6916,Monocytes,1
6917,CD4,1
6918,CD4,1
6919,CD8,1
6920,CD4,1
6921,CD4,1
6922,CD4,1
6923,CD4,1
6924,NK,1
6925,B Cells,1
6926,CD8,1
6927,B Cells,1
6928,Monocytes,1
6929,Monocytes,1
6930,Dendritic Cells,0
6931,CD4,1
6932,NK,0
6933,MAIT,1
6934,Monocytes,0
6935,B Cells,1
6936,CD8,1
6937,Monocytes,1
6938,CD8,1
6939,CD8,0
6940,Monocytes,1
6941,Monocytes,1
6942,Monocytes,0
6943,CD8,1
6944,CD4,1
6945,Monocytes,1
6946,CD8,1
6947,Monocytes,1
6948,Dendritic Cells,1
6949,Monocytes,1
6950,Monocytes,1
6951,NK,1
6952,NK,1
6953,Monocytes,0
6954,CD4,1
6955,Monocytes,1
6956,CD8,0
6957,CD4,1
6958,CD4,0
6959,Monocytes,1
6960,Dendritic Cells,1
6961,Dendritic Cells,1
6962,Monocytes,1
6963,B Cells,1
6964,Monocytes,1
6965,Monocytes,0
6966,Monocytes,1
6967,B Cells,1
6968,Monocytes,1
6969,B Cells,1
6970,Monocytes,0
6971,NK,1
6972,Monocytes,0
6973,CD4,1
6974,Monocytes,0
6975,CD8,1
6976,NK,0
6977,CD4,1
6978,CD8,1
6979,CD8,1
6980,Dendritic Cells,0
6981,Monocytes,0
6982,B Cells,0
6983,Monocytes,0
6984,CD4,1
6985,CD8,1
6986,NK,1
6987,CD8,1
6988,CD8,1
6989,Monocytes,1
6990,Monocytes,1
6991,B Cells,1
6992,Monocytes,1
6993,Monocytes,1
6994,B Cells,0
6995,CD4,0
6996,Monocytes,1
6997,Monocytes,0
6998,CD4,1
6999,CD4,1
7000,CD8,1
7001,CD4,1
7002,Monocytes,1
7003,Monocytes,1
7004,CD8,1
7005,CD4,1
7006,Monocytes,1
7007,Monocytes,1
7008,CD4,0
7009,CD4,0
7010,CD4,1
7011,NK,1
7012,CD8,1
7013,Monocytes,1
7014,CD8,1
7015,CD4,1
7016,Monocytes,1
7017,B Cells,1
7018,Dendritic Cells,1
7019,Monocytes,1
7020,CD8,1
7021,CD4,1
7022,B Cells,1
7023,Monocytes,1
7024,Monocytes,1
7025,B Cells,1
7026,B Cells,1
7027,CD8,0
7028,Monocytes,1
7029,CD4,1
7030,CD4,1
7031,CD4,1
7032,Monocytes,1
7033,Monocytes,1
7034,CD8,0
7035,Monocytes,1
7036,CD8,1
7037,Monocytes,1
7038,CD4,0
7039,Monocytes,0
7040,CD8,0
7041,Monocytes,1
7042,Monocytes,1
7043,Monocytes,1
7044,CD4,1
7045,Monocytes,0
7046,CD4,1
7047,NK,1
7048,Dendritic Cells,1
7049,CD8,0
7050,NK,1
7051,CD8,1
7052,CD4,1
7053,CD4,1
7054,Monocytes,1
7055,Monocytes,0
7056,Monocytes,1
7057,CD4,1
7058,CD4,0
7059,Monocytes,0
7060,CD4,1
7061,CD8,1
7062,CD4,1
7063,CD4,1
7064,CD8,1
7065,CD4,1
7066,Monocytes,1
7067,Monocytes,1
7068,Monocytes,1
7069,Monocytes,1
7070,Monocytes,1
7071,Monocytes,1
7072,CD4,0
7073,CD8,1
7074,Monocytes,0
7075,Dendritic Cells,0
7076,MAIT,1
7077,Monocytes,1
7078,CD8,1
7079,Monocytes,0
7080,Monocytes,1
7081,CD8,0
7082,Dendritic Cells,1
7083,CD4,1
7084,B Cells,1
7085,Monocytes,1
7086,Monocytes,1
7087,CD8,1
7088,CD4,0
7089,CD4,0
7090,CD4,0
7091,Monocytes,1
7092,CD4,1
7093,CD8,0
7094,CD4,1
7095,Monocytes,1
7096,CD4,1
7097,Monocytes,1
7098,Monocytes,1
7099,CD4,1
7100,Dendritic Cells,1
7101,CD8,1
7102,CD4,1
7103,CD8,1
7104,Monocytes,1
7105,Monocytes,1
7106,CD4,1
7107,Monocytes,1
7108,Monocytes,1
7109,CD8,1
7110,CD8,0
7111,CD4,1
7112,CD8,1
7113,CD8,1
7114,Monocytes,1
7115,Monocytes,0
7116,CD8,1
7117,Monocytes,1
7118,CD4,1
7119,CD4,1
7120,B Cells,1
7121,CD4,0
7122,CD4,1
7123,CD8,0
7124,CD4,1
7125,CD8,1
7126,B Cells,1
7127,CD4,1
7128,Monocytes,0
7129,NK,1
7130,Dendritic Cells,1
7131,Monocytes,1
7132,CD4,1
7133,CD4,0
7134,CD8,1
7135,Monocytes,1
7136,Monocytes,1
7137,Monocytes,1
7138,CD8,1
7139,Monocytes,1
7140,Monocytes,0
7141,Monocytes,1
7142,CD4,1
7143,CD8,1
7144,Monocytes,1
7145,Monocytes,1
7146,CD4,1
7147,CD4,1
7148,CD4,0
7149,Dendritic Cells,1
7150,Monocytes,1
7151,B Cells,1
7152,Monocytes,0
7153,CD4,1
7154,Monocytes,1
7155,CD8,0
7156,CD4,1
7157,Monocytes,1
7158,CD4,0
7159,Monocytes,1
7160,CD4,1
7161,CD8,1
7162,CD8,1
7163,CD8,1
7164,CD8,0
7165,Monocytes,1
7166,CD4,0
7167,Monocytes,1
7168,Monocytes,1
7169,CD4,0
7170,CD8,1
7171,Monocytes,1
7172,B Cells,0
7173,CD4,1
7174,CD4,1
7175,Monocytes,1
7176,Monocytes,1
7177,B Cells,1
7178,Monocytes,1
7179,Monocytes,1
7180,CD8,1
7181,Monocytes,1
7182,CD8,1
7183,Monocytes,1
7184,CD8,1
7185,CD4,1
7186,CD8,1
7187,CD4,1
7188,CD4,1
7189,Monocytes,1
7190,CD4,1
7191,CD4,1
7192,CD4,1
7193,Dendritic Cells,1
7194,Monocytes,1
7195,CD4,1
7196,Monocytes,1
7197,Monocytes,1
7198,B Cells,1
7199,CD4,1
7200,CD8,1
7201,CD8,1
7202,CD4,1
7203,CD8,1
7204,B Cells,1
7205,Monocytes,1
7206,CD8,1
